title,author,year,journal,doi,abstract,rejected_by_abstract_screening,reason_for_abstract_screening
Data-driven tissue mechanics with polyconvex neural ordinary differential equations,Tac V.; Sahli Costabal F.; Tepole A.B.,2022,Computer Methods in Applied Mechanics and Engineering,10.1016/j.cma.2022.115248,"Data-driven methods are becoming an essential part of computational mechanics due to their advantages over traditional material modeling. Deep neural networks are able to learn complex material response without the constraints of closed-form models. However, data-driven approaches do not a priori satisfy physics-based mathematical requirements such as polyconvexity, a condition needed for the existence of minimizers for boundary value problems in elasticity. In this study, we use a recent class of neural networks, neural ordinary differential equations (N-ODEs), to develop data-driven material models that automatically satisfy polyconvexity of the strain energy. We take advantage of the properties of ordinary differential equations to create monotonic functions that approximate the derivatives of the strain energy with respect to deformation invariants. The monotonicity of the derivatives guarantees the convexity of the energy. The N-ODE material model is able to capture synthetic data generated from closed-form material models, and it outperforms conventional models when tested against experimental data on skin, a highly nonlinear and anisotropic material. We also showcase the use of the N-ODE material model in finite element simulations of reconstructive surgery. The framework is general and can be used to model a large class of materials, especially biological soft tissues. We therefore expect our methodology to further enable data-driven methods in computational mechanics. © 2022 Elsevier B.V.",TRUE,"Focuses on creating material models for tissue mechanics instead of predicting or evaluating how plastic or oncological surgery looks, so it doesn’t fit the review’s topic."
In silico comparative biomechanical analysis of oblique and chevron medial displacement calcaneal osteotomies for pes planus deformity,Subasi O.; Sharma S.; Karaismailoglu B.; Hresko A.; Waryasz G.; Ashkani-Esfahani S.; Bejarano-Pineda L.,2024,Computers in Biology and Medicine,10.1016/j.compbiomed.2024.107945,"Background: Medializing displacement calcaneal osteotomy is commonly performed as part of reconstructive surgery for patients with valgus hindfoot and progressive pes planus deformity. Among several types of calcaneal osteotomies, the oblique and Chevron osteotomy patterns have been commonly described in the literature and gained popularity as they are easily reproducible through percutaneous techniques. Currently, there is scarce evidence in the literature on which cut pattern is superior in terms of stability. To investigate the impact of cut pattern and posterior fragment medialization level on foot biomechanics, computational methods are employed. Methods: Ankle weightbearing computer tomography (CT) scans of seven patients diagnosed with stage II pes planus deformity are segmented and converted into 3D computational models. Oblique and Chevron osteotomy patterns are modeled independently for each patient. The posterior fragments are medially translated by 8-, 10- and 12-mm and subsequently fixated to the anterior calcaneus with two screws. A total of 42 models are exported to finite element software for biomechanical simulations. Among the investigated parameters, the higher stiffness and lower von Mises stress at the osteotomy interface and the screw site are assumed to be precursors of better stability. Results: It is recorded that as the medialization level increases, the stiffness decreases, and overall stresses increase. Also, it is observed that the Chevron cut produces a stiffer construct while the overall stresses are lower, indicating better stability when compared to the oblique cut. The statistical comparisons of the relevant groups that support these trends are found to be significant (p < 0.05). Conclusion: Chevron osteotomy showed superior stability compared to the oblique osteotomy while underscoring the negative impact of increased medialization of the posterior fragment. Clinical relevance: Opting for a lower medialization level and implementing the Chevron technique may facilitate union and earlier weightbearing. © 2024 Elsevier Ltd",TRUE,"Focuses on biomechanical analysis of foot deformity surgeries and doesn't cover automatic prediction or aesthetic evaluation in plastic or cancer-related surgeries, so it falls outside the review’s focus."
Improving reconstructive surgery design using Gaussian process surrogates to capture material behavior uncertainty,Stowers C.; Lee T.; Bilionis I.; Gosain A.K.; Tepole A.B.,2021,Journal of the Mechanical Behavior of Biomedical Materials,10.1016/j.jmbbm.2021.104340,"To produce functional, aesthetically natural results, reconstructive surgeries must be planned to minimize stress as excessive loads near wounds have been shown to produce pathological scarring and other complications (Gurtner et al., 2011). Presently, stress cannot easily be measured in the operating room. Consequently, surgeons rely on intuition and experience (Paul et al., 2016; Buchanan et al., 2016). Predictive computational tools are ideal candidates for surgery planning. Finite element (FE) simulations have shown promise in predicting stress fields on large skin patches and in complex cases, helping to identify potential regions of complication. Unfortunately, these simulations are computationally expensive and deterministic (Lee et al., 2018a). However, running a few, well selected FE simulations allows us to create Gaussian process (GP) surrogate models of local cutaneous flaps that are computationally efficient and able to predict stress and strain for arbitrary material parameters. Here, we create GP surrogates for the advancement, rotation, and transposition flaps. We then use the predictive capability of these surrogates to perform a global sensitivity analysis, ultimately showing that fiber direction has the most significant impact on strain field variations. We then perform an optimization to determine the optimal fiber direction for each flap for three different objectives driven by clinical guidelines (Leedy et al., 2005; Rohrer and Bhatia, 2005). While material properties are not controlled by the surgeon and are actually a source of uncertainty, the surgeon can in fact control the orientation of the flap with respect to the skin's relaxed tension lines, which are associated with the underlying fiber orientation (Borges, 1984). Therefore, fiber direction is the only material parameter that can be optimized clinically. The optimization task relies on the efficiency of the GP surrogates to calculate the expected cost of different strategies when the uncertainty of other material parameters is included. We propose optimal flap orientations for the three cost functions and that can help in reducing stress resulting from the surgery and ultimately reduce complications associated with excessive mechanical loading near wounds. © 2021 Elsevier Ltd",TRUE,"The abstract talks about using computer models to improve flap placement and lower mechanical stress in surgery but doesn’t cover predicting or assessing how things look afterward, so it doesn’t fit this review."
"3D-printing of the elbow in complex posttraumatic elbow-stiffness for preoperative planning, surgery-simulation and postoperative control",Grunert R.; Winkler D.; Frank F.; Moebius R.; Kropla F.; Meixensberger J.; Hepp P.; Elze M.,2023,3D Printing in Medicine,10.1186/s41205-023-00191-x,"Background: Restoration of mobility of the elbow after post-traumatic elbow stiffening due to osteophytes is often a problem. Methods: The anatomical structures were segmented within the CT-scan. Afterwards, the Multi Jet Fusion 3D-printing was applied to create the model made of biocompatible and steam-sterilizable plastic. Preoperative simulation of osteophyte resection at the 3D-model was performed as well as the direct comparison with the patient anatomy intraoperatively. Results: The patient-specific was very helpful for the preoperative simulation of the resection of elbow osteophytes. The 3D anatomical representation improved the preoperative plan its implementation. A high degree of fidelity was found between the 3D Printed Anatomical representation and the actual joint pathology. Conclusions: Arthrolysis of complex post-traumatic bony changes is an important indication for the use of 3D models for preoperative planning. Due to the use of 3D printing and software simulation, accurate resection planning is feasible and residual bony stiffening can be avoided. 3D printing models can lead to an improvement in surgical quality. © 2023, Springer Nature Switzerland AG.",TRUE,"Focuses on 3D-printing for elbow surgery planning but doesn't cover automatic prediction or aesthetic evaluation in plastic or cancer-related surgeries, so it doesn't fit the review's topic."
A taper-fit junction to improve long bone reconstruction: A parametric In Silico model,Schileo E.; Feltri P.; Taddei F.; di Settimi M.; Di Martino A.; Filardo G.,2021,Journal of the Mechanical Behavior of Biomedical Materials,10.1016/j.jmbbm.2021.104790,"Purpose: Critical size long bone defects represent a clinical challenge in orthopaedic surgery. Various grafting techniques have been developed through the years, but they all present several downsides. A key requirement of all grafting techniques is the achievement of a continuous interface between host bone and graft to enhance both biological processes and mechanical stability. This study used a parametric in silico model to quantify the biomechanical effect of the inaccuracies inherent to current osteotomy techniques, and to test a new concept of accurate taper-fit junction that may improve the biomechanical parameters of the reconstruction under load. Methods: A population-based in-silico 3D model of the reconstruction of a long bone defect was built to represent a defect of the femoral mid-diaphysis. To fix the reconstruction a titanium plate was placed on the lateral aspect of the reconstruction. The model was modified to (i) quantify the biomechanical consequences of actual inaccuracies in the realization of a flat host-graft interface, (ii) compare the contact behaviour and bone strains among different taper angles of the new design and the current host-graft flat interface, (iii) evaluate the robustness of the taper-fit design to inter-subject variability in bone geometry and defect length. Results: The influence of 2° single-plane misalignments of the host-graft interface is highly dependent on the misalignment orientation with respect to the metal plate. For some misalignment orientations, tangential micromotions of contact interfaces exceeded alert thresholds. When the angle of the taper-fit host-graft junction is changed from 10° to 30° and the results obtained are compared with the planar case, the overall stiffness is almost preserved, the bone strains are almost unchanged with safety factors higher than five, and full contact closure around the host-graft junction is achieved at 20°. Similarly, contact pressures decrease almost linearly with a 20% decrease at 30°. The host-graft micro motions are almost unchanged in both value and distribution up to 20° and never exceed the warning threshold of 50 μm. Conclusions: The present in silico study developed quantitative biomechanical evidence that an osteotomy performed with attention to the perpendicularity of the cut planes is needed to reduce the risk of mismatch and possible complications of long bone reconstructions, and that a new concept of a taper-fit junction may improve the biomechanical environment of the interface between the graft and the host bone. The optimal taper-fit configuration is suggested to be around a 20° taper angle. These results will serve as an input to conduct ex vivo experiments to further corroborate the proposed taper-fit junction concept and to refine its surgical implementation. © 2021 Elsevier Ltd",TRUE,"Focuses on biomechanical modeling of bone reconstruction without covering automatic prediction or aesthetic evaluation in plastic or cancer surgery, which falls outside the review’s scope."
Evaluation of the usability of a low-cost 3D printer in a tissue engineering approach for external ear reconstruction,Kuhlmann C.; Blum J.C.; Schenck T.L.; Giunta R.E.; Wiggenhauser P.S.,2021,International Journal of Molecular Sciences,10.3390/ijms222111667,"The use of alloplastic materials instead of autologous cartilage grafts offers a new perspective in craniofacial reconstructive surgery. Particularly for regenerative approaches, customized implants enable the surgeon to restore the cartilaginous framework of the ear without donor site morbidity. However, high development and production costs of commercially available implants impede clinical translation. For this reason, the usability of a low-cost 3D printer (Ultimaker 2+) as an inhouse-production tool for cheap surgical implants was investigated. The open software architecture of the 3D printer was modified in order to enable printing of biocompatible and biologically degradable polycaprolactone (PCL). Firstly, the printing accuracy and limitations of a PCL implant were compared to reference materials acrylonitrile butadiene styrene (ABS) and polylactic acid (PLA). Then the self-made PCL-scaffold was seeded with adipose-tissue derived stem cells (ASCs), and biocompatibility was compared to a commercially available PCL-scaffold using a cell viability staining (FDA/PI) and a dsDNA quantification assay (PicoGreen). Secondly, porous and solid patient-customized ear constructs were manufactured from mirrored CT-imagining data using a computer-assisted design (CAD) and computer-assisted manufacturing (CAM) approach to evaluate printing accuracy and reproducibility. The results show that printing of a porous PCL scaffolds was possible, with an accuracy equivalent to the reference materials at an edge length of 10 mm and a pore size of 0.67 mm. Cell viability, adhesion, and proliferation of the ASCs were equivalent on self-made and the commercially available PCL-scaffolds. Patient-customized ear constructs could be produced well in solid form and with limited accuracy in porous form from all three thermoplastic materials. Printing dimensions and quality of the modified low-cost 3D printer are sufficient for selected tissue engineering applications, and the manufacturing of personalized ear models for surgical simulation at manufacturing costs of EUR 0.04 per cell culture scaffold and EUR 0.90 (0.56) per solid (porous) ear construct made from PCL. Therefore, in-house production of PCL-based tissue engineering scaffolds and surgical implants should be further investigated to facilitate the use of new materials and 3D printing in daily clinical routine. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",TRUE,"Focuses on evaluating a 3D printer for tissue engineering without covering automatic prediction or assessment of aesthetic results in plastic or cancer-related surgeries, which falls outside the review’s scope."
Automated calculation of ontology-based planning proposals: An application in reconstructive oral and maxillofacial surgery,Hagen N.; Weichel F.; Kühle R.; Knaup P.; Freudlsperger C.; Eisenmann U.,2023,International Journal of Medical Robotics and Computer Assisted Surgery,10.1002/rcs.2545,"Background: Structured modelling of surgical knowledge and its automated processing is still challenging. The aim of this work is to introduce a novel approach for automated calculation of ontology-based planning proposals in mandibular reconstruction and conduct a feasibility study. Methods: The presented approach is composed of an RDF(S) ontology, a 3D mandible template and a calculator-optimiser algorithm to automatically calculate reconstruction proposals with fibula grafts. To validate the viability of the approach, a feasibility study was conducted on 164 simulated mandibular reconstructions. Results: The ontology defines 244 different reconstruction variants and 80 analyses for optimization. In 146 simulated cases, a proposal could be automatically calculated (average time 8.79 ± 4.03 s). The assessments of the proposals by three clinical experts indicate the viability of the approach. Conclusions: Due to the modular separation between computational logic and domain knowledge, the developed concepts can be easily maintained, reused and adapted for other applications. © 2023 The Authors. The International Journal of Medical Robotics and Computer Assisted Surgery published by John Wiley & Sons Ltd.",TRUE,"Focuses on automated planning for jaw reconstruction using ontology models but doesn't cover predicting or assessing how it looks afterward, which falls outside the review's area."
Monosaccharide-mediated rational synthesis of a universal plasmonic platform with broad spectral fluorescence enhancement for high-sensitivity cancer biomarker analysis,Liu M.; Li Y.; Xing W.; Zhang Y.; Xie X.; Pang J.; Zhou F.; Yang J.,2022,Journal of Nanobiotechnology,10.1186/s12951-022-01359-z,"Background: Effective and accurate screening of oncological biomarkers in peripheral blood circulation plays an increasingly vital role in diagnosis and prognosis. High-sensitivity assays can effectively aid clinical decision-making and intervene in cancer in a localized status before they metastasize and become unmanageable. Meanwhile, it is equally pivotal to prevent overdiagnosis of non-life-threatening cancer by eliminating unnecessary treatment and repeated blood draws. Unfortunately, current clinical screening methodologies can hardly simultaneously attain sufficient sensitivity and specificity, especially under resource-restrained circumstances. To circumvent such limitations, particularly for cancer biomarkers from early-onset and recurrence, we aim to develop a universal plasmonic platform for clinical applications, which macroscopically amplifies multiplexed fluorescence signals in a broad spectral window and readily adapts to current assay setups without sophisticated accessories or expertise at low cost. Methods: The plasmonic substrate was chemically synthesized in situ at the solid–liquid interface by rationally screening a panel of reducing monosaccharides and tuning the redox reactions at various catalyst densities and precursor concentrations. The redox properties were studied by Benedict’s assay and electrochemistry. We systemically characterized the morphologies and optical properties of the engineered plasmonic Ag structures by scanning electron microscopy (SEM) and spectroscopy. The structure-fluorescence enhancement correlation was explicitly explained by the finite-difference time-domain (FDTD) simulation and a computational model for gap distribution. Next, we established an enhanced fluoroimmunoassay (eFIA) using a model biomarker for prostate cancer (PCa) and validated it in healthy and PCa cohorts. Prognosis was explored in patients subject to surgical and hormonal interventions following recommended PCa guidelines. Results: The monosaccharide-mediated redox reaction yielded a broad category of Ag structures, including sparsely dispersed nanoparticles (NPs) of various sizes, semi-continuous nanoislands, and crackless continuous films. Optimal broad-spectral fluorescence enhancement from green to far-red was observed for the inhomogeneous, irregularly-shaped semi-continuous Ag nanoisland substrate (AgNIS), synthesized from a well-balanced redox reaction at a stable rate mediated by mannose. In addition, different local electric field intensity distributions in response to various incident excitations were observed at the nanoscale, elucidating the need for irregular and inhomogeneous structures. AgNIS enabled a maximized 54.7-fold macroscopically amplified fluorescence and long-lasting photostability. Point-of-care availability was fulfilled using a customized smartphone prototype with well-paired optics. The eFIA effectively detected the PCa marker in cell lines, xenograft tumors, and patient sera. The plasmonic platform rendered a diagnostic sensitivity of 86.0% and a specificity of 94.7% and capably staged high-grade PCa that the clinical gold standard test failed to stratify. Patient prognosis of robotic-assisted surgeries and hormone therapies was non-invasively monitored following efficient medical interventions. The assay time was significantly curtailed on the plasmonic platform upon microwave irradiation. Conclusions: By investigating the effects of reducing monosaccharides on the seed-mediated chemical synthesis of plasmonic Ag structures, we deduced that potent multiplexed fluorescence enhancement originated from both an adequate reducing power and a steady reduction rate. Furthermore, the inhomogeneous structure with adequate medium gap distances afforded optimal multiwavelength fluorescence enhancement, thus empowering an effective eFIA for PCa. The clinically validated diagnostic and prognostic features, along with the low sample volume, point-of-care feasibility with a smartphone, and microwave-shortened assay time, warrant its potential clinical translation for widespread cancer biomarker analysis.",TRUE,"Focuses on developing a cancer biomarker detection tool, but doesn’t cover automatic prediction or assessment of aesthetic results in plastic or cancer-related surgery, so it doesn’t match the review’s topic."
Influence of Prestretch on Planar Indentation of Elastomers: Insights from Experiments and Theory,Wu S.; Zheng Y.L.,2025,Journal of Applied Mechanics,10.1115/1.4067149,"Elastomers exhibit a stiffer mechanical response and anisotropy when stretched in a specific direction, which has led to numerous applications in biomechanics, surgery, tactile sensors, and more. This study introduces a comprehensive, experimentally validated analytical framework to investigate the effects of prestretch on the planar contact between a rigid indenter and a hyperelastic substrate. By linearizing the equilibrium equation for incremental deformation, we adapt the superposition principle to reveal how prestretch modifies the mechanical response, which is reflected in a simple prefactor in the surface Green's function. This modification facilitates precise calculation of contact mechanics properties, including indentation pressure distributions and displacement profiles, which are essential for assessing both global and local properties, e.g., force-displacement responses. We further support our theoretical findings with numerical simulations and validate them through cylindrical indentation tests across various stretch ratios. These outcomes emphasize the feasibility of using our first-order approximation theory in practical settings, especially for the mechanical characterization of materials involving residual stress analysis and the development of advanced, model-based adaptive tactile sensors.  Copyright © 2025 by ASME.",TRUE,"Focuses on the mechanics of materials rather than on predicting or evaluating aesthetic results in plastic or cancer surgeries, so it doesn’t fit the review’s topic."
Simulation and optimization of reconstructive surgery procedures on human skin,Spagnoli A.; Alberini R.; Raposio E.; Terzano M.,2022,Journal of the Mechanical Behavior of Biomedical Materials,10.1016/j.jmbbm.2022.105215,"The complex procedures involved in the reconstructive surgery of human skin to minimize post-operative scarring are here modeled by means of an automated computational tool. A finite strain no-compression membrane model accounting for the tendency to develop wrinkling regions in the skin is presented. The constitutive behavior of the material is then described by a suitable hyperelastic incompressible potential. Transpositions of skin flaps during surgery procedures are here computationally described by a general mapping technique of the internal boundary corresponding to surgery cut. The archetypal reconstructive surgery of a Z-plasty, where a rotational transposition of the resulting triangular flaps is involved, is considered in details, along with multiple Z-plasty and rhombic flap transposition. The results are discussed in terms of optimal deformation parameters, related to stress/strain localization, displacement discontinuities and wrinkling. © 2022 Elsevier Ltd",TRUE,"The abstract centers on improving surgical methods through modeling and optimization but doesn’t cover automatic prediction or assessment of aesthetic results, so it doesn’t fit the review’s focus."
