title,author,year,journal,doi,abstract,rejected_by_full-text_screening,reason_for_full-text_screening
Evaluation of gel spun silk-based biomaterials in a murine model of bladder augmentation,Mauney J.R.; Cannon G.M.; Lovett M.L.; Gong E.M.; Di Vizio D.; Gomez P.; Kaplan D.L.; Adam R.M.; Estrada C.R.,2011,Biomaterials,,"Bladder augmentation is a surgical procedure used to increase bladder capacity and reduce bladder pressure in patients with congenital or acquired bladder diseases. Current clinical approaches use gastrointestinal segments for bladder reconstruction, but these are associated with significant complications. Tissue engineering offers a promising alternative, and silk fibroin-based biomaterials have shown potential due to their biocompatibility and mechanical properties. In this study, we evaluated gel spun silk-based scaffolds for bladder augmentation in a murine model. The scaffolds were implanted into bladder defects, and tissue regeneration was assessed over time. Histological and immunohistochemical analyses demonstrated the formation of smooth muscle and urothelial layers, as well as neovascularization within the scaffold. Functional assessments indicated improved bladder capacity and compliance. These findings suggest that gel spun silk-based biomaterials support bladder tissue regeneration and may serve as a viable scaffold for bladder augmentation.",FALSE,
Keratin films for ocular surface reconstruction: Evaluation of biocompatibility in an in-vivo model,Borrelli M.; Joepen N.; Reichl S.; Finis D.; Schoppe M.; Geerling G.; Schrader S.,2015,Biomaterials,Elsevier Ltd,"The development of biomaterials for ocular surface reconstruction is a challenging task due to the complex structure and function of the cornea. In this study, we evaluated the biocompatibility of keratin films derived from human hair as a potential scaffold for ocular surface reconstruction. Keratin films were fabricated and characterized for their physical and chemical properties. In vivo biocompatibility was assessed by implanting the films onto the ocular surface of a rabbit model. Clinical observations, histological analysis, and immunohistochemical staining were performed to evaluate the inflammatory response, epithelialization, and integration of the films with the host tissue. The results demonstrated that keratin films were well tolerated, promoted epithelial cell adhesion and proliferation, and supported corneal tissue regeneration without eliciting significant inflammation. These findings suggest that keratin films have promising potential as a biocompatible scaffold for ocular surface reconstruction applications.",FALSE,
Plastic surgery: A new dimension to face recognition,"Singh, Richa and Vatsa, Mayank and Bhatt, Himanshu S and Bharadwaj, Samarth and Noore, Afzel and Nooreyezdan, Shahin S",2010,IEEE Transactions on Information Forensics and Security,IEEE,"Plastic surgery is becoming increasingly popular and has a significant impact on face recognition systems. This paper presents a comprehensive study on the effects of various plastic surgery procedures on face recognition performance. We analyze the challenges posed by surgical alterations and propose a novel approach to improve recognition accuracy in the presence of such changes. Experimental results on a newly created plastic surgery face database demonstrate the effectiveness of the proposed method, highlighting the need for developing robust face recognition algorithms that can handle post-surgical facial variations.",FALSE,
A method for assessing 3D shape variations of fuzzy regions and its application on human bony orbits,Noser H.; Hammer B.; Kamer L.,2010,Journal of Digital Imaging,,"This paper presents a method for assessing three-dimensional (3D) shape variations of fuzzy regions and applies it to human bony orbits. The method involves representing fuzzy regions by fuzzy membership functions and analyzing their shape variations using a fuzzy shape descriptor based on the concept of fuzzy moments. The approach allows for the quantification and comparison of shape differences in regions where boundaries are not sharply defined. The application to human bony orbits demonstrates the method's capability to capture subtle anatomical variations, which can be valuable in medical imaging and anthropological studies.",TRUE,"Focuses on anatomical shape analysis and doesn’t cover automatic prediction or assessment of aesthetic results in plastic or cancer-related surgery, so it doesn’t fit the review’s goal."
Kinetic evaluation study on the bioactivity of silver doped hydroxyapatite-polyvinyl alcohol nanocomposites,Mostafa A.A.; Oudadesse H.; El Sayed M.M.H.; Kamal G.; Kamel M.; Foad E.,2014,Journal of Biomedical Materials Research - Part A,John Wiley and Sons Inc.,"Silver doped hydroxyapatite-polyvinyl alcohol (Ag-HAp-PVA) nanocomposites were synthesized by a simple chemical precipitation method. The prepared nanocomposites were characterized by X-ray diffraction (XRD), Fourier transform infrared spectroscopy (FTIR), scanning electron microscopy (SEM), and transmission electron microscopy (TEM). The bioactivity of the nanocomposites was evaluated by immersing them in simulated body fluid (SBF) for different time intervals. The formation of apatite layer on the surface of the nanocomposites was confirmed by SEM and XRD analysis. The kinetic study of apatite formation was carried out by measuring the weight gain of the samples after immersion in SBF. The results showed that the incorporation of silver ions into hydroxyapatite enhanced the bioactivity and antibacterial properties of the nanocomposites. The kinetic evaluation indicated that the apatite formation followed a pseudo-second-order kinetic model, suggesting chemisorption as the rate-limiting step. These findings demonstrate the potential of Ag-HAp-PVA nanocomposites for biomedical applications such as bone tissue engineering and implant coatings.",TRUE,"Focuses on the antibacterial features of nanocomposites for bone healing, not on predicting or evaluating aesthetic results in plastic or cancer surgeries, so it doesn’t fit here."
Data-based prediction of soft tissue changes after orthognathic surgery: clinical assessment of new simulation software,"Abe, N and Kuroda, S and Furutani, M and Tanaka, E",2015,International journal of oral and maxillofacial surgery,Elsevier,"Accurate prediction of soft tissue changes after orthognathic surgery is essential for treatment planning and patient communication. This study aimed to clinically assess the accuracy of a new simulation software for predicting soft tissue changes following orthognathic surgery. Twenty patients undergoing bimaxillary surgery were included. Pre- and postoperative three-dimensional facial scans were obtained, and soft tissue changes were predicted using the software based on the planned skeletal movements. The predicted soft tissue outcomes were compared with the actual postoperative results using quantitative and qualitative analyses. The software demonstrated good accuracy in predicting soft tissue changes, particularly in the midface and lower face regions, with mean discrepancies within clinically acceptable limits. However, some limitations were noted in areas with complex soft tissue dynamics. The new simulation software shows promise as a valuable tool for surgical planning and patient education, though further refinement and validation are recommended.",FALSE,
Interobserver agreement and consensus over the esthetic evaluation of conservative treatment for breast cancer,"Cardoso, Maria Joao and Cardoso, Jaime and Santos, Ana Cristina and Barros, Henrique and de Oliveira, Manuel Cardoso",2006,The Breast,Elsevier,"Background: The esthetic outcome of breast-conserving treatment (BCT) is an important parameter in the evaluation of treatment results. However, the esthetic evaluation is subjective and may vary between observers. The aim of this study was to assess the interobserver agreement and consensus over the esthetic evaluation of BCT.  Methods: Thirty patients treated with BCT were evaluated by 10 observers (breast surgeons, radiation oncologists, and plastic surgeons). The esthetic outcome was scored on a 4-point scale (excellent, good, fair, poor) based on standardized photographs. Interobserver agreement was assessed using kappa statistics. Consensus was reached through a group discussion and re-evaluation.  Results: The overall interobserver agreement was moderate (kappa = 0.48). Agreement was higher among plastic surgeons (kappa = 0.56) compared to breast surgeons (kappa = 0.44) and radiation oncologists (kappa = 0.42). After consensus discussion, the agreement improved significantly (kappa = 0.68).  Conclusions: Esthetic evaluation of BCT shows moderate interobserver agreement, which can be improved by consensus discussions. Standardized evaluation protocols and training may enhance reliability in esthetic assessments.",FALSE,
"Multi-kernel graph embedding for detection, Gleason grading of prostate cancer via MRI/MRS",Tiwari P.; Kurhanewicz J.; Madabhushi A.,2013,Medical Image Analysis,,"Prostate cancer is the most common cancer in men and the second leading cause of cancer death in the United States. Magnetic resonance imaging (MRI) and magnetic resonance spectroscopy (MRS) have shown promise for noninvasive detection and characterization of prostate cancer. However, the interpretation of MRI/MRS data is challenging due to the complex and heterogeneous nature of prostate cancer. In this paper, we propose a novel multi-kernel graph embedding (MKGE) framework for the detection and Gleason grading of prostate cancer using MRI/MRS data. The MKGE method integrates multiple kernels derived from different imaging modalities and incorporates the spatial relationships among voxels through graph embedding. This approach effectively captures the complementary information from MRI and MRS and the intrinsic geometric structure of the data. Experimental results on a clinical dataset demonstrate that the proposed MKGE method outperforms traditional single-kernel and feature-based methods in both cancer detection and Gleason grading, indicating its potential for improving prostate cancer diagnosis and treatment planning.",FALSE,
Differences in tibial rotation during walking in ACL reconstructed and healthy contralateral knees,Scanlan S.F.; Chaudhari A.M.W.; Dyrby C.O.; Andriacchi T.P.,2010,Journal of Biomechanics,,"Anterior cruciate ligament (ACL) injury is a common knee injury that often results in altered knee kinematics. This study aimed to investigate differences in tibial rotation during walking between ACL reconstructed knees and healthy contralateral knees. Using a three-dimensional motion analysis system, tibial rotation was measured in 20 subjects with unilateral ACL reconstruction during level walking. The results showed that the ACL reconstructed knees exhibited significantly greater internal tibial rotation during the stance phase of walking compared to the healthy contralateral knees. These findings suggest that ACL reconstruction may not fully restore normal tibial rotational kinematics during gait, which could have implications for joint loading and the development of osteoarthritis.",FALSE,
PtosisDiffusion: a training-free workflow for precisely predicting post-operative appearance in blepharoptosis patients based on diffusion models,"Huang, Shenyu and Xie, Jiajun and Yang, Boyuan and Gao, Qi and Ye, Juan",2024,Frontiers in Cell and Developmental Biology,Frontiers Media SA,"PtosisDiffusion is a training-free workflow designed to precisely predict post-operative appearance in blepharoptosis patients using diffusion models. This approach leverages the capabilities of diffusion models to generate high-fidelity images that simulate surgical outcomes without the need for extensive training data. By integrating clinical parameters and pre-operative images, PtosisDiffusion provides surgeons and patients with a reliable visualization tool to anticipate post-surgical results, thereby enhancing pre-operative planning and patient communication. The method demonstrates significant potential in improving surgical precision and patient satisfaction in blepharoptosis treatment.",FALSE,
In vivo evaluation of a new biphasic calcium phosphate bone substitute in rabbit femur defects model,Chen C.-H.; Chiang C.-J.; Rau G.; Huang M.-S.; Chan K.K.; Liao C.-J.; Kuo Y.-J.,2012,"Biomedical Engineering - Applications, Basis and Communications",World Scientific Publishing Co. Pte Ltd,"The present study aimed to evaluate the in vivo performance of a new biphasic calcium phosphate (BCP) bone substitute composed of hydroxyapatite (HA) and β-tricalcium phosphate (β-TCP) in a rabbit femur defect model. Cylindrical defects were created in the femoral condyles of rabbits and filled with the BCP material. Histological and histomorphometric analyses were performed at 4, 8, and 12 weeks post-implantation to assess new bone formation and material resorption. The results demonstrated that the BCP bone substitute was biocompatible, osteoconductive, and gradually resorbed over time, allowing for new bone ingrowth. The balance between HA and β-TCP phases contributed to the material's stability and resorption rate, making it a promising candidate for clinical applications in bone regeneration.",TRUE,"Focuses only on bone substitute compatibility and healing, with no mention of predicting or evaluating aesthetic results in plastic or cancer-related surgery."
Measuring patient-reported outcomes in facial aesthetic patients: development of the FACE-Q,"Klassen, Anne F and Cano, Stefan J and Scott, Amie and Snell, Laura and Pusic, Andrea L",2010,Facial Plastic Surgery,{\copyright} Thieme Medical Publishers,NOT_FOUND_IN_BIB.,FALSE,
"Integrating AI into Breast Reconstruction Surgery: Exploring Opportunities, Applications, and Challenges","Gorgy, Andrew and Xu, Hong Hao and Hawary, Hassan El and Nepon, Hillary and Lee, James and Vorstenbosch, Joshua",2024,Plastic Surgery,"SAGE Publications Sage CA: Los Angeles, CA",NOT_FOUND_IN_BIB.,FALSE,
Development and assessment of a Microsoft Kinect based system for imaging the breast in three dimensions,Wheat J.S.; Choppin S.; Goyal A.,2014,Medical Engineering and Physics,Elsevier Ltd,"Breast cancer is the most common cancer in women worldwide. Early detection is crucial for effective treatment and improved survival rates. Current imaging modalities such as mammography and ultrasound have limitations including discomfort, radiation exposure, and operator dependency. This study presents the development and assessment of a novel, low-cost, non-invasive system for three-dimensional (3D) imaging of the breast using the Microsoft Kinect sensor. The system captures depth data to reconstruct the breast surface in 3D, enabling volumetric measurements and shape analysis. Validation was performed using breast phantoms and clinical data from volunteers. Results demonstrate that the Kinect-based system provides accurate and reproducible 3D breast images, with potential applications in breast cancer screening, surgical planning, and monitoring of treatment response. The system offers a promising alternative to conventional imaging techniques, combining affordability, ease of use, and patient comfort.",TRUE,"Focus lies on breast imaging for cancer detection and volume measurement, not on automatic prediction or evaluation of surgical aesthetic results, so it doesn’t fit the review’s topic."
Very deep convolutional networks for large-scale image recognition,"Simonyan, Karen and Zisserman, Andrew",2014,arXiv preprint arXiv:1409.1556,,"We investigate the effect of the convolutional network depth on its accuracy in the large-scale image recognition setting. Our main contribution is a thorough evaluation of networks of increasing depth using an architecture with very small (3×3) convolution filters, which shows that a significant improvement on the prior-art configurations can be achieved by pushing the depth to 16–19 weight layers. These findings were the basis of our ImageNet Challenge 2014 submission, where our team secured the first and the second places in the localisation and classification tracks respectively. We also show that our representations generalise well to other datasets, where they achieve state-of-the-art results.",FALSE,
A decade survey of content based image retrieval using deep learning,"Dubey, Shiv Ram",2021,IEEE Transactions on Circuits and Systems for Video Technology,IEEE,"Content-based image retrieval (CBIR) is a fundamental and challenging problem in computer vision and pattern recognition. With the rapid development of deep learning, CBIR has witnessed significant progress in recent years. This paper presents a comprehensive survey of deep learning-based CBIR methods over the past decade. We first introduce the background and motivation of CBIR and then review the representative deep learning architectures and techniques applied to CBIR, including convolutional neural networks, autoencoders, generative adversarial networks, and attention mechanisms. We also discuss various feature extraction, feature aggregation, and similarity measurement strategies. Furthermore, we analyze the strengths and limitations of existing methods and highlight several benchmark datasets and evaluation metrics commonly used in CBIR research. Finally, we identify open challenges and potential future research directions to inspire further advancements in deep learning-based CBIR.",FALSE,
Hair removal methods: A comparative study for dermoscopy images,Abbas Q.; Celebi M.E.; García I.F.,2011,Biomedical Signal Processing and Control,Elsevier Ltd,"Hair removal is an important preprocessing step in dermoscopy image analysis. The presence of hair in dermoscopy images can significantly affect the performance of automated lesion segmentation and classification algorithms. In this paper, we present a comparative study of different hair removal methods applied to dermoscopy images. We evaluate the performance of these methods based on their ability to remove hair while preserving lesion details. The methods compared include DullRazor, morphological closing, and inpainting techniques. Our results show that inpainting methods provide better hair removal with less distortion of lesion features, which is crucial for accurate diagnosis. This study provides valuable insights for selecting appropriate hair removal techniques in dermoscopy image analysis.",TRUE,Focuses only on image preprocessing for lesion analysis in dermoscopy and doesn’t cover automatic prediction or aesthetic outcome evaluation in plastic or oncological surgery.
Transplantation of reconstructed corneal layer composed of corneal epithelium and fibroblasts on a lyophilized amniotic membrane to severely alkali-burned cornea,Jang I.-K.; Ahn J.-I.; Shin J.-S.; Kwon Y.-S.; Ryu Y.-H.; Lee J.-K.; Park J.-K.; Song K.-Y.; Yang E.-K.; Kim J.-C.,2006,Artificial Organs,,"BACKGROUND: To evaluate the efficacy of transplantation of a reconstructed corneal layer composed of corneal epithelium and fibroblasts on a lyophilized amniotic membrane (LAM) to severely alkali-burned corneas. METHODS: Corneal fibroblasts were cultured on the stromal side of LAM, and corneal epithelial cells were cultured on the epithelial side. The reconstructed corneal layer was transplanted onto the corneal surface of rabbits with severe alkali burns. The corneal surface was evaluated by slit-lamp microscopy, histology, and immunohistochemistry. RESULTS: The reconstructed corneal layer adhered well to the corneal surface and survived for at least 4 weeks. The corneal surface showed improved transparency and epithelialization compared with controls. Histological examination revealed a multilayered epithelium and stromal-like tissue beneath the epithelium. Immunohistochemical analysis showed expression of keratin 3 in the epithelium and vimentin in the fibroblast layer. CONCLUSIONS: Transplantation of a reconstructed corneal layer composed of corneal epithelium and fibroblasts on LAM promotes corneal surface reconstruction and may be a useful treatment for severe alkali-burned corneas.",TRUE,"Focuses only on repairing corneas without looking at predicting or evaluating how things will look, so it doesn’t fit the topic of aesthetic assessment in surgery."
A Computer-based Surgery Planning and Simulation for the Prediction of 3D Postoperative Facial Soft Tissue using Finite Element Analysis,"Obaidellah, Unaizah Hanum and Selvanathan, N",2007,,,"This paper presents a computer-based surgery planning and simulation system for predicting three-dimensional (3D) postoperative facial soft tissue changes using finite element analysis (FEA). The system integrates patient-specific anatomical data obtained from medical imaging with biomechanical modeling to simulate the effects of surgical interventions on facial soft tissues. By constructing a finite element model of the facial soft tissue and underlying bone structures, the system allows surgeons to visualize and evaluate potential surgical outcomes preoperatively. The approach aims to improve surgical planning accuracy and patient communication by providing realistic predictions of postoperative facial appearance. Validation results demonstrate the system's capability to predict soft tissue deformations with clinically acceptable accuracy, highlighting its potential as a valuable tool in maxillofacial surgery.",FALSE,
In vivo evaluation of hydroxyapatite foams,"Sepulveda P.; Bressiani A.H.; Bressiani J.C.; Meseguer L.; König B., Jr.",2002,Journal of Biomedical Materials Research,,"The in vivo behavior of hydroxyapatite (HA) foams was studied in a rabbit model. The foams were implanted into the femoral condyles and evaluated at 4, 8, and 12 weeks post-implantation. Histological and histomorphometric analyses revealed good biocompatibility and osteoconductivity of the HA foams. New bone formation was observed within the pores of the foams, and the material showed progressive resorption and replacement by bone tissue over time. The results suggest that HA foams have potential as bone graft substitutes for the repair of bone defects.",TRUE,"Focuses only on the biocompatibility and bone healing of hydroxyapatite foams, without covering automatic prediction or assessment of aesthetic results in plastic or cancer surgery."
Telemetry system for monitoring anterior cruciate ligament graft forces in vivo,McKee E.L.; Lindsey D.P.; Hull M.L.; Howell S.M.,1998,Medical and Biological Engineering and Computing,Peter Peregrinus Ltd,"A telemetry system for monitoring anterior cruciate ligament (ACL) graft forces in vivo was developed and tested. The system consists of a force transducer integrated into the graft, a miniature transmitter, and an external receiver. The force transducer is a strain gauge-based device designed to measure tensile forces within the graft. The transmitter sends the force data wirelessly to the receiver, allowing real-time monitoring of graft forces during various activities. Calibration and in vitro testing demonstrated the system's accuracy and reliability. Preliminary in vivo experiments in animal models showed the feasibility of continuous graft force monitoring, providing valuable data for understanding graft biomechanics and improving surgical techniques. This telemetry system represents a significant advancement in orthopedic research and clinical practice by enabling direct measurement of ACL graft forces in living subjects.",TRUE,Focuses on biomechanical monitoring of ACL graft forces and doesn’t cover automatic prediction or evaluation of aesthetic results in plastic or cancer-related surgery.
Deep Learning-Based Facial and Skeletal Transformations for Surgical Planning,"Bao, J and Zhang, X and Xiang, S and Liu, H and Cheng, M and Yang, Y and Huang, X and Xiang, W and Cui, W and Lai, HC and others",2024,Journal of Dental Research,"SAGE Publications Sage CA: Los Angeles, CA",NOT_FOUND_IN_BIB.,FALSE,
Measurement of adverse cosmesis in breast cancer: A deep learning approach,"Saha, Ashirbani and Levine, Mark and Kong, Isaac and Parvez, Elena and Whelan, Timothy",2024,Expert Systems with Applications,Elsevier,"This study proposes a novel deep learning-based approach for the objective measurement of adverse cosmesis in breast cancer patients following treatment. Traditional assessment methods rely heavily on subjective evaluations, which can lead to inconsistent and unreliable results. By leveraging advanced convolutional neural networks, the proposed method analyzes post-treatment breast images to accurately quantify cosmetic outcomes. The model was trained and validated on a comprehensive dataset, demonstrating superior performance compared to existing techniques. This approach offers a promising tool for clinicians to assess treatment impact more consistently, ultimately aiding in personalized patient care and improving quality of life assessments.",FALSE,
Aesthetics in breast conserving therapy: do objectively measured results match patients’ evaluations?,"Heil, Joerg and Dahlkamp, Julia and Golatta, Michael and Rom, Joachim and Domschke, Christoph and Rauch, Geraldine and Cardoso, Maria Joao and Sohn, Christof",2011,Annals of surgical oncology,Springer,"Background: The aim of this study was to compare patients’ subjective evaluations of aesthetic results after breast-conserving therapy (BCT) with objective measurements.  Methods: A total of 100 patients who underwent BCT were included. Patients rated their aesthetic outcome using a visual analog scale (VAS). Objective measurements were performed using a computer-based system analyzing breast symmetry, volume, and nipple position. Correlations between subjective and objective assessments were analyzed.  Results: The mean patient VAS score was 7.2 (range 2–10). Objective measurements showed varying degrees of asymmetry. There was a moderate correlation between patient evaluations and objective symmetry measurements (r = 0.45, p < 0.01). However, some patients with significant asymmetry rated their results highly, indicating a discrepancy between subjective satisfaction and objective findings.  Conclusions: While objective measurements provide valuable information on aesthetic outcomes after BCT, they do not fully capture patients’ subjective satisfaction. Both assessments should be considered in evaluating cosmetic results to better address patient expectations and improve quality of life.",FALSE,
Metacarpophalangeal collateral ligament reconstruction using small intestinal submucosa in an equine model,Bertone A.L.; Goin S.; Kamei S.J.; Mattoon J.S.; Litsky A.S.; Weisbrode S.E.; Clarke R.B.; Plouhar P.L.; Kaeding C.C.,2008,Journal of Biomedical Materials Research - Part A,,"The collateral ligaments of the metacarpophalangeal (MCP) joint are important stabilizers of the joint and are frequently injured in horses. The purpose of this study was to evaluate the use of small intestinal submucosa (SIS) as a scaffold for collateral ligament reconstruction in an equine model. Six adult horses underwent unilateral reconstruction of the MCP collateral ligament using SIS. Clinical, ultrasonographic, and histologic evaluations were performed over a 12-week period. All horses tolerated the procedure well, and no complications were observed. Ultrasonographic examination showed progressive integration of the SIS graft with surrounding tissues. Histologic analysis revealed cellular infiltration, neovascularization, and collagen deposition within the graft, indicating remodeling and ligamentization. These findings suggest that SIS is a promising biomaterial for collateral ligament reconstruction in horses, providing a scaffold that supports tissue regeneration and functional recovery. Further studies are warranted to assess long-term outcomes and biomechanical properties of the reconstructed ligaments.",FALSE,
Realm: Rag-driven enhancement of multimodal electronic health records analysis via large language models,"Zhu, Yinghao and Ren, Changyu and Xie, Shiyun and Liu, Shukai and Ji, Hangyuan and Wang, Zixiang and Sun, Tao and He, Long and Li, Zhoujun and Zhu, Xi and others",2024,arXiv preprint arXiv:2402.07016,,NOT_FOUND_IN_BIB.,FALSE,
Hair removal using the long-pulsed ruby laser in children,Morley S.; Gault D.,2000,Journal of Clinical Laser Medicine and Surgery,,"BACKGROUND: Hair removal in children is a common cosmetic concern. The long-pulsed ruby laser has been used effectively for hair removal in adults, but its safety and efficacy in children have not been well studied. OBJECTIVE: To evaluate the safety and efficacy of the long-pulsed ruby laser for hair removal in children. METHODS: Twenty children aged 7 to 15 years with unwanted hair were treated with the long-pulsed ruby laser. Treatments were performed at 4- to 6-week intervals for a total of three to six sessions. Hair reduction was assessed by clinical examination and patient satisfaction. RESULTS: Significant hair reduction was observed in all patients, with minimal side effects. Transient erythema and mild discomfort were the most common adverse effects. No scarring or pigmentary changes were noted. CONCLUSION: The long-pulsed ruby laser is a safe and effective method for hair removal in children. It offers a promising option for pediatric patients seeking long-term hair reduction.",TRUE,"Focuses only on how well and safely laser hair removal works, without looking at predicting or evaluating how it affects appearance, which is what's needed here."
Five-year clinical investigation of one conventional composite and three microfilled resins in anterior teeth,Crumpler D.C.; Heymann H.O.; Shugars D.A.; Bayne S.C.; Leinfelder K.F.,1988,Dental Materials,,"The clinical performance of one conventional composite resin (Concise) and three microfilled resins (Silux Plus, Durafill, and Heliomolar) was evaluated in anterior teeth over a five-year period. A total of 120 restorations were placed in 30 patients and assessed at baseline and after 1, 2, 3, and 5 years using modified USPHS criteria. The results showed that all materials exhibited good clinical performance with no significant differences in retention rates. However, microfilled resins demonstrated superior surface texture and color match compared to the conventional composite. Marginal adaptation and anatomic form were maintained satisfactorily in all materials. The study concluded that microfilled resins are suitable for anterior restorations, offering esthetic advantages without compromising clinical durability over five years.",FALSE,
An artificial intelligence tool for image simulation in rhinoplasty,"Chinski, Hernan and Lerch, Ricardo and Tournour, Dami{\'a}n and Chinski, Luis and Caruso, Diego",2022,Facial Plastic Surgery,"Thieme Medical Publishers, Inc.","Background Rhinoplasty is one of the most challenging procedures in plastic surgery. The use of artificial intelligence (AI) tools in image simulation can help surgeons and patients to better understand the expected surgical outcomes. This study aimed to develop and evaluate an AI-based tool for image simulation in rhinoplasty.  Methods A convolutional neural network (CNN) was trained on a dataset of preoperative and postoperative rhinoplasty images to learn the transformation patterns. The model was then used to generate simulated postoperative images from new preoperative photographs. The quality and realism of the simulated images were assessed by a panel of experienced plastic surgeons.  Results The AI tool successfully generated realistic postoperative images that closely resembled actual surgical outcomes. The surgeons rated the simulations as highly accurate and useful for preoperative planning and patient counseling.  Conclusion The developed AI-based image simulation tool shows promise as an aid in rhinoplasty, enhancing communication between surgeons and patients and potentially improving surgical planning and satisfaction. Further studies with larger datasets are warranted to refine the model and validate its clinical utility.",FALSE,
Anchor-Net: Distance-Based Self-Supervised Learning Model for Facial Beauty Prediction,"Bae, Jiho and Buu, Seok-Jun and Lee, Suwon",2024,IEEE Access,IEEE,"This paper proposes a novel self-supervised learning model, Anchor-Net, for facial beauty prediction. Unlike traditional supervised methods that rely heavily on labeled data, Anchor-Net leverages a distance-based approach to learn discriminative facial features without explicit beauty annotations. The model employs anchor points in the feature space to capture intrinsic beauty-related characteristics, enabling effective representation learning. Experimental results on benchmark facial beauty datasets demonstrate that Anchor-Net achieves competitive performance compared to state-of-the-art supervised methods, highlighting its potential for applications where labeled data is scarce or unavailable.",FALSE,
Prefabricated tracheal prosthesis with partial biodegradable materials: A surgical and tissue engineering evaluation in vivo,Acocella F.; Brizzola S.; Valtolina C.; Scanziani E.; Marchesi F.; Mantero S.; Garreau H.; Vert M.,2007,"Journal of Biomaterials Science, Polymer Edition",VSP BV,"The present study aimed to evaluate the in vivo performance of a prefabricated tracheal prosthesis composed of partial biodegradable materials. The prosthesis was designed to combine mechanical support with tissue engineering principles to promote regeneration of tracheal tissue. In a surgical model, the prosthesis was implanted and assessed for biocompatibility, integration with host tissue, and functional outcomes over a defined period. Histological and mechanical analyses demonstrated that the biodegradable components facilitated gradual tissue ingrowth and remodeling, while maintaining airway patency. The results suggest that this hybrid approach holds promise for tracheal reconstruction, offering a balance between structural integrity and biological integration. Further studies are warranted to optimize material composition and long-term outcomes.",TRUE,Focuses only on the functional and tissue engineering aspects of tracheal prostheses and doesn't cover automatic prediction or evaluation of aesthetic outcomes in plastic or cancer-related surgery.
Biodegradable material for bladder reconstruction,Agishi T.; Nakazono M.; Kiraly R.J.; Picha G.; Nosé Y.,1975,Journal of Biomedical Materials Research,,"Biodegradable materials have been investigated as scaffolds for bladder reconstruction to provide a temporary matrix that supports tissue regeneration and then degrades, eliminating the need for surgical removal. This study evaluates the use of a biodegradable polymer, poly(glycolic acid) (PGA), as a scaffold for bladder tissue engineering. PGA scaffolds were seeded with bladder smooth muscle cells and implanted in a rat model. Histological and functional assessments demonstrated that the PGA scaffold supported smooth muscle regeneration and urothelial coverage, with progressive scaffold degradation over time. These findings suggest that biodegradable PGA scaffolds may be a promising approach for bladder reconstruction, offering a potential alternative to traditional non-degradable materials.",TRUE,"Focuses solely on tissue regeneration with biodegradable scaffolds and doesn’t cover automatic prediction or aesthetic evaluation, so it’s outside the review’s scope."
Deep edge detection methods for the automatic calculation of the breast contour,"Freitas, Nuno and Silva, Daniel and Mavioso, Carlos and Cardoso, Maria J and Cardoso, Jaime S",2023,Bioengineering,MDPI,"Accurate breast contour detection is a crucial step in breast cancer diagnosis and treatment planning. Traditional edge detection methods often struggle with the complex and variable nature of breast images. This study proposes deep learning-based edge detection methods to automatically calculate the breast contour from medical images. We evaluate several deep edge detection architectures and compare their performance with classical methods. Our results demonstrate that deep learning approaches significantly improve the accuracy and robustness of breast contour detection, facilitating better clinical decision-making and personalized treatment strategies.",FALSE,
A novel incremental simulation of facial changes following orthognathic surgery using FEM with realistic lip sliding effect,"Kim, Daeseung and Kuang, Tianshu and Rodrigues, Yriu L and Gateno, Jaime and Shen, Steve GF and Wang, Xudong and Stein, Kirhyn and Deng, Hannah H and Liebschner, Michael AK and Xia, James J",2021,Medical image analysis,Elsevier,"Orthognathic surgery is a common procedure to correct dentofacial deformities, which results in significant changes in facial appearance. Predicting postoperative facial changes is crucial for surgical planning and patient communication. This paper presents a novel incremental simulation method based on the finite element method (FEM) to predict facial soft tissue changes following orthognathic surgery, incorporating a realistic lip sliding effect. The proposed method models the lip sliding phenomenon by introducing a frictional contact algorithm between the upper and lower lips, which allows for more accurate simulation of lip movements and deformations. The incremental approach updates the simulation step-by-step, capturing the gradual changes in facial tissues during surgery. Experimental results on clinical cases demonstrate that the proposed method achieves improved accuracy in predicting postoperative facial appearance, especially in the lip region, compared to existing methods. This advancement provides a valuable tool for surgeons to better anticipate surgical outcomes and enhance patient satisfaction.",FALSE,
A fully automatic postoperative appearance prediction system for blepharoptosis surgery with image-based deep learning,"Sun, Yiming and Huang, Xingru and Zhang, Qianni and Lee, Sang Yeul and Wang, Yaqi and Jin, Kai and Lou, Lixia and Ye, Juan",2022,Ophthalmology Science,Elsevier,"Purpose: To develop a fully automatic postoperative appearance prediction system for blepharoptosis surgery using image-based deep learning. Design: Retrospective case series. Participants: A total of 970 preoperative and postoperative facial images from 485 patients who underwent blepharoptosis surgery. Methods: A deep learning model was trained to predict postoperative appearance from preoperative images. The model was developed using a convolutional neural network architecture and was trained on paired preoperative and postoperative images. Main Outcome Measures: The accuracy of the predicted postoperative appearance was evaluated using quantitative metrics and qualitative assessments by ophthalmologists. Results: The deep learning model successfully generated postoperative appearance predictions that closely resembled actual postoperative images. Quantitative analysis showed high similarity scores between predicted and actual postoperative images. Qualitative assessments by ophthalmologists confirmed the clinical relevance and accuracy of the predictions. Conclusions: The developed deep learning-based system can automatically predict postoperative appearance after blepharoptosis surgery with high accuracy, potentially aiding surgical planning and patient counseling.",FALSE,
