title,author,year,journal,doi,abstract,rejected_by_full-text_screening,reason_for_full-text_screening
Functional deficits may be explained by plantarflexor remodeling following Achilles tendon rupture repair: Preliminary findings,Baxter J.R.; Hullfish T.J.; Chao W.,2018,Journal of Biomechanics,Elsevier Ltd,"Following Achilles tendon rupture (ATR) repair, patients often experience persistent functional deficits, including reduced plantarflexor strength and altered gait mechanics. This study investigates whether remodeling of the plantarflexor muscles contributes to these deficits. Using imaging and biomechanical assessments, preliminary findings suggest that changes in muscle architecture, such as decreased fascicle length and increased pennation angle, may underlie the observed functional impairments. These results highlight the importance of considering muscle remodeling in rehabilitation strategies post-ATR repair to improve patient outcomes.",TRUE,"Focuses on muscle changes and movement after tendon repair, not on predicting or evaluating cosmetic results in plastic or cancer surgery, so it doesn’t fit the review’s topic."
Dynamic infrared thermography (DIRT) for assessment of skin blood perfusion in cranioplasty: a proof of concept for qualitative comparison with the standard indocyanine green video angiography (ICGA),Rathmann P.; Chalopin C.; Halama D.; Giri P.; Meixensberger J.; Lindner D.,2018,International Journal of Computer Assisted Radiology and Surgery,Springer Verlag,"Purpose Dynamic infrared thermography (DIRT) is a non-invasive technique to assess skin perfusion. The aim of this study was to evaluate the feasibility of DIRT for assessment of skin blood perfusion in cranioplasty and to compare it qualitatively with the standard indocyanine green video angiography (ICGA). Methods Ten patients undergoing cranioplasty were included. DIRT and ICGA were performed intraoperatively to assess skin perfusion. The perfusion patterns obtained by DIRT were compared qualitatively with those obtained by ICGA. Results DIRT was feasible in all patients and showed perfusion patterns comparable to ICGA. Areas of reduced perfusion detected by ICGA corresponded to cooler areas on DIRT images. Conclusion DIRT is a feasible, non-invasive method for intraoperative assessment of skin blood perfusion in cranioplasty and shows qualitative agreement with ICGA. This proof of concept supports further studies to validate DIRT as a potential alternative to ICGA.",TRUE,"Focuses only on measuring skin blood flow during surgery and doesn’t look at predicting or evaluating aesthetic results, so it doesn’t fit the review’s goal on assessing aesthetics in plastic and cancer surgery."
Quantitative analysis of the patellofemoral motion pattern using semi-automatic processing of 4D CT data,Forsberg D.; Lindblom M.; Quick P.; Gauffin H.,2016,International Journal of Computer Assisted Radiology and Surgery,Springer Verlag,"Purpose The patellofemoral joint is a complex joint with a three-dimensional motion pattern. The aim of this study was to develop a semi-automatic method to quantify the patellofemoral motion pattern using 4D CT data and to evaluate the method in healthy volunteers. Methods Four healthy volunteers were scanned with a 320-row CT scanner during active knee extension and flexion. The 4D CT data were processed semi-automatically to segment the femur and patella and to calculate the patellofemoral kinematics. The patellar motion was described by the patellar shift, tilt, and rotation relative to the femur. Results The semi-automatic method successfully quantified the patellofemoral motion pattern in all volunteers. The patella showed a medial shift and external tilt during knee extension and a lateral shift and internal tilt during knee flexion. The patellar rotation showed a complex pattern with internal rotation during early flexion and external rotation during late flexion. Conclusion The developed semi-automatic method allows quantitative analysis of the patellofemoral motion pattern using 4D CT data. This method can be used to improve the understanding of patellofemoral joint mechanics and may aid in the diagnosis and treatment of patellofemoral disorders.",TRUE,"Focuses on measuring joint movement for function, not on predicting or assessing cosmetic results in plastic or cancer-related surgery."
In-vitro evaluation of Polylactic acid (PLA) manufactured by fused deposition modeling,Wurm M.C.; Möst T.; Bergauer B.; Rietzel D.; Neukam F.W.; Cifuentes S.C.; von Wilmowsky C.,2017,Journal of Biological Engineering,BioMed Central Ltd.,"Additive manufacturing (AM) is a rapidly growing technology that allows the fabrication of complex structures with high precision. Polylactic acid (PLA) is one of the most commonly used materials in fused deposition modeling (FDM) due to its biodegradability and biocompatibility. This study aims to evaluate the in-vitro biocompatibility of PLA manufactured by FDM. The mechanical properties, surface morphology, and cytotoxicity of the printed PLA samples were assessed. Results showed that the FDM-printed PLA exhibited suitable mechanical strength and surface characteristics for biomedical applications. Cytotoxicity tests using fibroblast cells demonstrated that the PLA samples did not induce significant cytotoxic effects, indicating good biocompatibility. These findings suggest that FDM-printed PLA is a promising material for tissue engineering and other biomedical applications.",TRUE,"Looks at material properties for tissue engineering instead of predicting or assessing how surgeries will look, so it doesn't fit the review's focus."
"Radiological, histological, and hematological evaluation of hydroxyapatite-coated resorbable magnesium alloy screws placed in rabbit tibia",Lim H.-K.; Byun S.-H.; Lee J.-Y.; Lee J.-W.; Kim S.-M.; Lee S.-M.; Kim H.-E.; Lee J.-H.,2017,Journal of Biomedical Materials Research - Part B Applied Biomaterials,John Wiley and Sons Inc.,"Magnesium (Mg) alloys are promising biodegradable materials for orthopedic implants. However, rapid corrosion of Mg alloys in physiological environments limits their clinical application. In this study, hydroxyapatite (HA) coatings were applied to resorbable Mg alloy screws to improve their corrosion resistance and biocompatibility. HA-coated and uncoated Mg alloy screws were implanted into the tibiae of rabbits for 4, 8, and 12 weeks. Radiological, histological, and hematological evaluations were performed to assess the degradation behavior, bone response, and systemic effects. Radiographs showed slower degradation of HA-coated screws compared to uncoated screws. Histological analysis revealed enhanced new bone formation and reduced inflammatory response around HA-coated screws. Hematological parameters remained within normal ranges, indicating no systemic toxicity. These results suggest that HA coating effectively improves the corrosion resistance and biocompatibility of resorbable Mg alloy screws, making them promising candidates for orthopedic applications.",TRUE,"Looks at biocompatibility and implant degradation but doesn’t cover automatic prediction or aesthetic outcomes in plastic or cancer surgery, so it’s not a fit here."
Antitumor and antimetastasis effects of macerating solutions from an injectable chitosan-based hydrogel on hepatocarcinoma,Wang H.; Song F.; Chen Q.; Hu R.; Jiang Z.; Yang Y.; Han B.,2015,Journal of Biomedical Materials Research - Part A,John Wiley and Sons Inc.,"The injectable chitosan-based hydrogel has been widely used in tissue engineering and drug delivery. However, its antitumor and antimetastasis effects have not been fully explored. In this study, we prepared macerating solutions from an injectable chitosan-based hydrogel and investigated their effects on hepatocarcinoma both in vitro and in vivo. The macerating solutions significantly inhibited the proliferation, migration, and invasion of hepatocarcinoma cells. In vivo experiments demonstrated that these solutions suppressed tumor growth and reduced lung metastasis in a mouse model. Mechanistically, the macerating solutions induced apoptosis and modulated the expression of metastasis-related proteins. These findings suggest that macerating solutions from injectable chitosan-based hydrogels possess promising antitumor and antimetastasis properties, providing a potential therapeutic strategy for hepatocarcinoma treatment.",TRUE,"Focuses only on the cancer-fighting properties of chitosan-based hydrogels, with no mention of automatic prediction or evaluation of surgical aesthetics."
Robotic sacral hysteropexy for pelvic organ prolapse,Vitobello D.; Siesto G.; Bulletti C.,2012,International Journal of Medical Robotics and Computer Assisted Surgery,John Wiley and Sons Ltd,"Robotic sacral hysteropexy (RSH) is a minimally invasive surgical technique for the treatment of apical pelvic organ prolapse (POP) that preserves the uterus. This review aims to summarize the current evidence on the feasibility, safety, and efficacy of RSH. A comprehensive literature search was conducted, and relevant studies were analyzed. The available data suggest that RSH is a feasible and safe procedure with low complication rates and favorable anatomical and functional outcomes. The robotic approach offers advantages such as enhanced dexterity, three-dimensional visualization, and improved ergonomics, which may translate into better surgical precision and patient recovery. However, long-term data and randomized controlled trials are needed to establish the definitive role of RSH in the management of POP. Overall, RSH represents a promising uterus-preserving option for women with apical prolapse seeking minimally invasive surgical treatment.",TRUE,"Focuses only on the functional and safety results of robotic sacral hysteropexy, without looking at predicting or evaluating aesthetic outcomes."
The virtual reality tool VirSSPA in planning DIEP microsurgical breast reconstruction,Gómez-Cía T.; Gacto-Sánchez P.; Sicilia D.; Suárez C.; Acha B.; Serrano C.; Parra C.; Higuera J.,2009,International Journal of Computer Assisted Radiology and Surgery,Springer Verlag,"Purpose Microsurgical breast reconstruction is a complex procedure requiring detailed preoperative planning. The virtual reality tool VirSSPA (Virtual Reality Surgical Planning and Analysis) was developed to improve the planning process by providing a three-dimensional visualization of the patient's anatomy. Methods VirSSPA was applied in the preoperative planning of deep inferior epigastric perforator (DIEP) flap breast reconstruction in five patients. The tool allowed the surgeon to interactively explore the vascular anatomy and simulate the surgical procedure. Results The use of VirSSPA facilitated the identification of suitable perforators and improved the understanding of the vascular anatomy. The surgeons reported enhanced confidence in planning and execution of the procedure. Conclusion VirSSPA is a promising tool for preoperative planning in DIEP microsurgical breast reconstruction, potentially improving surgical outcomes through better visualization and planning.",TRUE,"Focuses only on surgical planning and anatomy views, skipping automatic prediction or judging of aesthetic results, so it doesn’t fit here."
Collagen-gelatin-genipin-hydroxyapatite composite scaffolds colonized by human primary osteoblasts are suitable for bone tissue engineering applications: In vitro evidences,Vozzi G.; Corallo C.; Carta S.; Fortina M.; Gattazzo F.; Galletti M.; Giordano N.,2014,Journal of Biomedical Materials Research - Part A,John Wiley and Sons Inc.,"Bone tissue engineering aims to develop biomimetic scaffolds that support osteoblast adhesion, proliferation, and differentiation to promote bone regeneration. In this study, we fabricated composite scaffolds composed of collagen, gelatin, genipin, and hydroxyapatite (Col-Gel-Gp-HAp) and evaluated their suitability for bone tissue engineering applications. Human primary osteoblasts were cultured on these scaffolds, and their behavior was assessed in vitro. The scaffolds demonstrated favorable physicochemical properties, including appropriate porosity and mechanical strength. Osteoblasts adhered well, proliferated, and maintained their phenotype, as evidenced by the expression of osteogenic markers. The presence of genipin as a natural crosslinker enhanced scaffold stability without compromising biocompatibility. Hydroxyapatite incorporation improved osteoconductivity, promoting mineralization. These findings suggest that Col-Gel-Gp-HAp composite scaffolds provide a conducive microenvironment for osteoblast colonization and function, making them promising candidates for bone tissue engineering applications.",TRUE,"Focus stays on bone tissue and cell behavior without covering automatic prediction or aesthetic evaluation in plastic or cancer surgery, so it doesn’t fit the review’s focus."
Design and characterization of tissue-specific extracellular matrix-derived microcarriers,Turner A.E.B.; Flynn L.E.,2012,Tissue Engineering - Part C: Methods,Mary Ann Liebert Inc.,"Tissue-specific extracellular matrix (ECM) provides a natural microenvironment that supports cell growth and differentiation. In this study, we report the design and characterization of microcarriers derived from decellularized ECM of different tissues, including skeletal muscle, liver, and heart. These ECM-derived microcarriers were fabricated by cryomilling decellularized tissues into microparticles and then crosslinking them to form stable microcarriers suitable for cell culture. The microcarriers retained key ECM components and exhibited tissue-specific biochemical and mechanical properties. When seeded with mesenchymal stem cells, the microcarriers supported cell attachment, proliferation, and differentiation in a tissue-specific manner. Our results demonstrate that ECM-derived microcarriers can serve as biomimetic scaffolds for tissue engineering and regenerative medicine applications, providing a versatile platform for creating tissue-specific microenvironments in vitro.",TRUE,Focuses on biomaterials for tissue engineering rather than predicting or evaluating aesthetic results in plastic or cancer surgery.
Hyaluronan-based heparin-incorporated hydrogels for generation of axially vascularized bioartificial bone tissues: In vitro and in vivo evaluation in a PLDLLA-TCP-PCL-composite system,Rath S.N.; Pryymachuk G.; Bleiziffer O.A.; Lam C.X.F.; Arkudas A.; Ho S.T.B.; Beier J.P.; Horch R.E.; Hutmacher D.W.; Kneser U.,2011,Journal of Materials Science: Materials in Medicine,,"The development of axially vascularized bioartificial bone tissues is a promising approach for the repair of large bone defects. In this study, we designed hyaluronan-based hydrogels incorporated with heparin to enhance angiogenesis and osteogenesis. These hydrogels were evaluated both in vitro and in vivo within a composite scaffold system composed of poly(L-lactide-co-D,L-lactide) (PLDLLA), tricalcium phosphate (TCP), and polycaprolactone (PCL). The heparin-incorporated hydrogels demonstrated improved endothelial cell proliferation and vascular endothelial growth factor (VEGF) retention in vitro. In vivo implantation in a rat model showed enhanced axial vascularization and bone tissue formation compared to controls without heparin. These findings suggest that hyaluronan-based heparin-incorporated hydrogels within PLDLLA-TCP-PCL composite scaffolds provide a conducive microenvironment for the generation of axially vascularized bioartificial bone tissues, offering potential for clinical applications in bone tissue engineering.",TRUE,Focuses on tissue engineering and bone repair without any mention of automatic prediction or aesthetic outcome evaluation in plastic or cancer-related surgery.
Evaluation of precision and accuracy assessment of different 3 d surface imaging systems for biomedical purposes,Eder M.; Brockmann G.; Zimmermann A.; Papadopoulos M.A.; Schwenzer-Zimmerer K.; Zeilhofer H.F.; Sader R.; Papadopulos N.A.; Kovacs L.,2013,Journal of Digital Imaging,Springer New York LLC,"Three-dimensional (3D) surface imaging systems are increasingly used in biomedical applications for capturing the shape and surface details of anatomical structures. This study evaluates the precision and accuracy of different 3D surface imaging systems to determine their suitability for biomedical purposes. Various systems employing different technologies, including laser scanning, structured light, and stereophotogrammetry, were assessed. The evaluation involved scanning standardized objects and biological specimens, followed by quantitative analysis of the captured data against reference measurements. Results indicate variability in performance among the systems, with some demonstrating high precision and accuracy suitable for clinical and research applications, while others showed limitations in capturing fine surface details or maintaining measurement consistency. The findings provide guidance for selecting appropriate 3D imaging systems based on specific biomedical requirements and highlight the importance of system calibration and validation in ensuring reliable data acquisition.",TRUE,"Focuses only on the technical accuracy of 3D imaging without covering automatic prediction or aesthetic evaluation in plastic or cancer surgery, so it doesn't fit the review’s specific focus."
Three different strategies to obtain porous calcium phosphate cements: Comparison of performance in a rat skull bone augmentation model,Klijn R.J.; Van Den Beucken J.J.J.P.; Félix Lanao R.P.; Veldhuis G.; Leeuwenburgh S.C.; Wolke J.G.C.; Meijer G.J.; Jansen J.A.,2012,Tissue Engineering - Part A,Mary Ann Liebert Inc.,"Porous calcium phosphate cements (CPCs) are promising materials for bone augmentation due to their bioactivity and resorbability. This study compares three different strategies to obtain porous CPCs: (1) incorporation of a water-soluble porogen (sucrose), (2) incorporation of a water-insoluble porogen (polyethylene glycol, PEG), and (3) foaming of the cement paste by vigorous mixing. The porosity, mechanical properties, and in vivo performance of these CPCs were evaluated in a rat skull bone augmentation model. Results showed that all three methods produced CPCs with increased porosity compared to nonporous controls, but with different pore size distributions and mechanical strengths. In vivo, all porous CPCs supported new bone formation, with the foamed CPC showing the highest bone ingrowth and resorption rates. These findings suggest that the method of porosity introduction significantly influences the biological performance of CPCs, and foaming may be the most effective strategy for enhancing bone regeneration in cranial defects.",TRUE,Focuses on material performance in bone augmentation but doesn't cover automatic prediction or assessment of aesthetic results in plastic or cancer-related surgeries.
Perioperative management of patients with diabetes undergoing ambulatory elective surgery,Coan K.E.; Schlinkert A.B.; Beck B.R.; Haakinson D.J.; Castro J.C.; Schlinkert R.T.; Cook C.B.,2013,Journal of Diabetes Science and Technology,SAGE Publications Inc.,"Perioperative management of patients with diabetes undergoing ambulatory elective surgery requires careful planning to maintain glycemic control and minimize complications. This review discusses the challenges and strategies for managing diabetes in the ambulatory surgical setting, including preoperative assessment, intraoperative glucose monitoring, and postoperative care. Emphasis is placed on individualized treatment plans, the use of insulin and oral hypoglycemic agents, and the importance of multidisciplinary coordination to optimize patient outcomes.",TRUE,"Focuses just on managing diabetes around surgery and doesn't cover predicting or evaluating cosmetic results in plastic or cancer surgeries, so it’s not a fit."
Repair of extrahepatic bile duct defect using a collagen patch in a swine model,Tao L.; Li Q.; Ren H.; Chen B.; Hou X.; Mou L.; Zhou S.; Zhou J.; Sun X.; Dai J.; Ding Y.,2015,Artificial Organs,,"Abstract  The repair of extrahepatic bile duct defects remains a surgical challenge. This study aimed to evaluate the feasibility and efficacy of using a collagen patch for repairing extrahepatic bile duct defects in a swine model. Twelve pigs underwent creation of a 1-cm longitudinal defect in the common bile duct, which was repaired using a collagen patch secured with interrupted sutures. Animals were monitored for 4 weeks postoperatively. Outcomes assessed included bile duct patency, histological healing, and inflammatory response. All animals survived without bile leakage or stricture formation. Cholangiography demonstrated preserved bile duct patency. Histological analysis revealed integration of the collagen patch with native tissue and minimal inflammatory infiltration. The collagen patch provided a suitable scaffold for bile duct regeneration and repair. This study suggests that collagen patches may be a promising material for repairing extrahepatic bile duct defects, warranting further investigation for clinical application.",TRUE,Focuses only on bile duct repair in animals and doesn’t cover automatic prediction or aesthetic outcomes in plastic or cancer surgery.
"Limb reconstruction with decellularized, non-demineralized bone in a young leporine model",Pennington E.C.; Dionigi B.; Gray F.L.; Ahmed A.; Brazzo J.; Dolinko A.; Calderon N.; Darrah T.; Zurakowski D.; Nazarian A.; Snyder B.; Fauza D.O.,2015,Biomedical Materials (Bristol),Institute of Physics Publishing,"Limb reconstruction following segmental bone loss remains a significant clinical challenge. Decellularized bone grafts offer a promising alternative to autografts and allografts by providing a natural scaffold with reduced immunogenicity. This study evaluates the efficacy of decellularized, non-demineralized bone grafts in a young leporine (rabbit) model for segmental limb reconstruction. Bone segments were harvested, decellularized using a detergent-based protocol, and implanted into critical-sized defects in the radius of juvenile rabbits. Radiographic, histological, and biomechanical assessments were conducted over a 12-week period to evaluate graft integration, new bone formation, and mechanical strength. Results demonstrated successful graft incorporation with progressive new bone deposition and remodeling, comparable to autograft controls. The decellularized grafts maintained structural integrity without eliciting significant immune responses. These findings suggest that decellularized, non-demineralized bone grafts are a viable option for limb reconstruction in young patients, potentially reducing donor site morbidity and improving clinical outcomes.",TRUE,"Focuses only on bone graft integration and biomechanics in animals, with no coverage of automatic prediction or aesthetic evaluation important for plastic or cancer surgery."
Repair of acute traumatic soft tissue defects of foot with artificial dermis in 14 cases,Wang H.; Chen X.,2011,Journal of Clinical Rehabilitative Tissue Engineering Research,,"Objective To investigate the clinical effect of artificial dermis in repairing acute traumatic soft tissue defects of foot. Methods Fourteen cases of acute traumatic soft tissue defects of foot were treated with artificial dermis. After thorough debridement, the artificial dermis was applied to cover the wound. Two to three weeks later, the silicone layer was removed and autologous skin grafting was performed. Results All wounds healed well without infection or necrosis. The skin grafts survived completely, and the foot function was satisfactory during follow-up. Conclusion Artificial dermis is an effective method for repairing acute traumatic soft tissue defects of foot, which can promote wound healing and improve the quality of skin grafting.",TRUE,"Focuses only on clinical wound healing and recovery, without looking at automatic prediction or assessment of how things look, so it doesn’t fit the review’s topic."
The effect of platelet rich plasma on angiogenesis in ischemic flaps in VEGFR2-luc mice,Sönmez T.T.; Vinogradov A.; Zor F.; Kweider N.; Lippross S.; Liehn E.A.; Naziroglu M.; Hölzle F.; Wruck C.; Pufe T.; Tohidnezhad M.,2013,Biomaterials,,"Platelet rich plasma (PRP) is widely used in regenerative medicine, but its effect on angiogenesis remains controversial. Here, we investigated the effect of PRP on angiogenesis in ischemic flaps using VEGFR2-luc transgenic mice, which express luciferase under the control of the vascular endothelial growth factor receptor 2 (VEGFR2) promoter. Ischemic flaps were created on the dorsum of VEGFR2-luc mice, and PRP or saline was injected into the flaps. Bioluminescence imaging was performed to monitor VEGFR2 expression as an indicator of angiogenesis. PRP treatment significantly increased VEGFR2 expression and improved flap survival compared to controls. Histological analysis confirmed increased capillary density in PRP-treated flaps. These results suggest that PRP promotes angiogenesis and enhances the survival of ischemic flaps, supporting its therapeutic potential in tissue regeneration.",TRUE,"Focuses only on the biological effects of platelet-rich plasma and doesn’t cover predicting or evaluating aesthetic results, so it’s outside the review’s scope."
Microcirculatory fraction (MCFI) as a potential imaging marker for tumor heterogeneity in breast cancer,Yang X.; Mrozek E.; Lustberg M.; Jia G.; Sammet S.; Sammet C.; Shapiro C.; Knopp M.V.,2012,Magnetic Resonance Imaging,,"Microcirculatory fraction (MCFI) is a novel imaging marker that quantifies the fraction of tumor volume with high microcirculatory blood flow. This study aimed to evaluate the potential of MCFI as an imaging marker for tumor heterogeneity in breast cancer. Dynamic contrast-enhanced magnetic resonance imaging (DCE-MRI) was performed on 30 patients with breast cancer. MCFI was calculated from the DCE-MRI data and compared with histopathological features and tumor grade. Results showed that MCFI correlated significantly with tumor grade and histopathological markers of angiogenesis, indicating that MCFI reflects tumor heterogeneity related to microcirculatory blood flow. These findings suggest that MCFI could serve as a non-invasive imaging biomarker for assessing tumor heterogeneity and angiogenesis in breast cancer, potentially aiding in treatment planning and prognosis.",TRUE,Focuses on imaging tumor features and doesn't cover automatic prediction or assessment of how surgical results look.
A Technical Review of Minimally Invasive Mitral Valve Replacements,Preston-Maher G.L.; Torii R.; Burriesci G.,2015,Cardiovascular Engineering and Technology,Springer New York LLC,"Minimally invasive mitral valve replacement (MIMVR) has emerged as an alternative to conventional sternotomy for mitral valve surgery, aiming to reduce surgical trauma and improve recovery. This technical review summarizes the current state of MIMVR, including patient selection, surgical approaches, prosthetic valve options, and perioperative management. We discuss the challenges and limitations associated with MIMVR, such as limited exposure, complex instrumentation, and the learning curve for surgeons. Advances in imaging, robotic assistance, and valve technology have contributed to the evolution of MIMVR techniques. The review highlights the importance of a multidisciplinary approach and careful patient evaluation to optimize outcomes. Future directions include the integration of transcatheter mitral valve replacement technologies and further refinement of minimally invasive surgical methods.",TRUE,"Focuses only on technical details of mitral valve replacement without covering automatic prediction or aesthetic outcome evaluation in plastic or cancer surgery, so it doesn’t fit this review."
Biomechanical testing procedures in tendon graft reconstructive ACL surgery,Chizari M.; Wang B.; Barrett M.; Snow M.,2010,"Biomedical Engineering - Applications, Basis and Communications",,"Biomechanical testing procedures in tendon graft reconstructive ACL surgery have been widely used to evaluate the mechanical properties of grafts and fixation devices. This review summarizes the current methodologies employed in biomechanical testing, including tensile testing, cyclic loading, and failure testing, highlighting their relevance in assessing graft strength, stiffness, and durability. The article discusses the importance of standardized testing protocols to ensure reproducibility and comparability of results across studies. Additionally, it addresses the challenges in simulating physiological conditions and the implications of biomechanical findings for clinical practice in anterior cruciate ligament reconstruction.",TRUE,"Focuses only on biomechanical testing in ACL surgery and doesn’t cover automatic prediction or evaluation of aesthetic outcomes, so it’s outside the scope of aesthetic assessment in plastic or oncological surgery."
A method for assessing 3D shape variations of fuzzy regions and its application on human bony orbits,Noser H.; Hammer B.; Kamer L.,2010,Journal of Digital Imaging,,"This paper presents a method for assessing three-dimensional (3D) shape variations of fuzzy regions and applies it to human bony orbits. The method involves representing fuzzy regions by fuzzy membership functions and analyzing their shape variations using a fuzzy shape descriptor based on the concept of fuzzy moments. The approach allows for the quantification and comparison of shape differences in regions where boundaries are not sharply defined. The application to human bony orbits demonstrates the method's capability to capture subtle anatomical variations, which can be valuable in medical imaging and anthropological studies.",TRUE,"Focuses on anatomical shape analysis and doesn’t cover automatic prediction or assessment of aesthetic results in plastic or cancer-related surgery, so it doesn’t fit the review’s goal."
Kinetic evaluation study on the bioactivity of silver doped hydroxyapatite-polyvinyl alcohol nanocomposites,Mostafa A.A.; Oudadesse H.; El Sayed M.M.H.; Kamal G.; Kamel M.; Foad E.,2014,Journal of Biomedical Materials Research - Part A,John Wiley and Sons Inc.,"Silver doped hydroxyapatite-polyvinyl alcohol (Ag-HAp-PVA) nanocomposites were synthesized by a simple chemical precipitation method. The prepared nanocomposites were characterized by X-ray diffraction (XRD), Fourier transform infrared spectroscopy (FTIR), scanning electron microscopy (SEM), and transmission electron microscopy (TEM). The bioactivity of the nanocomposites was evaluated by immersing them in simulated body fluid (SBF) for different time intervals. The formation of apatite layer on the surface of the nanocomposites was confirmed by SEM and XRD analysis. The kinetic study of apatite formation was carried out by measuring the weight gain of the samples after immersion in SBF. The results showed that the incorporation of silver ions into hydroxyapatite enhanced the bioactivity and antibacterial properties of the nanocomposites. The kinetic evaluation indicated that the apatite formation followed a pseudo-second-order kinetic model, suggesting chemisorption as the rate-limiting step. These findings demonstrate the potential of Ag-HAp-PVA nanocomposites for biomedical applications such as bone tissue engineering and implant coatings.",TRUE,"Focuses on the antibacterial features of nanocomposites for bone healing, not on predicting or evaluating aesthetic results in plastic or cancer surgeries, so it doesn’t fit here."
In vivo evaluation of a new biphasic calcium phosphate bone substitute in rabbit femur defects model,Chen C.-H.; Chiang C.-J.; Rau G.; Huang M.-S.; Chan K.K.; Liao C.-J.; Kuo Y.-J.,2012,"Biomedical Engineering - Applications, Basis and Communications",World Scientific Publishing Co. Pte Ltd,"The present study aimed to evaluate the in vivo performance of a new biphasic calcium phosphate (BCP) bone substitute composed of hydroxyapatite (HA) and β-tricalcium phosphate (β-TCP) in a rabbit femur defect model. Cylindrical defects were created in the femoral condyles of rabbits and filled with the BCP material. Histological and histomorphometric analyses were performed at 4, 8, and 12 weeks post-implantation to assess new bone formation and material resorption. The results demonstrated that the BCP bone substitute was biocompatible, osteoconductive, and gradually resorbed over time, allowing for new bone ingrowth. The balance between HA and β-TCP phases contributed to the material's stability and resorption rate, making it a promising candidate for clinical applications in bone regeneration.",TRUE,"Focuses only on bone substitute compatibility and healing, with no mention of predicting or evaluating aesthetic results in plastic or cancer-related surgery."
Development and assessment of a Microsoft Kinect based system for imaging the breast in three dimensions,Wheat J.S.; Choppin S.; Goyal A.,2014,Medical Engineering and Physics,Elsevier Ltd,"Breast cancer is the most common cancer in women worldwide. Early detection is crucial for effective treatment and improved survival rates. Current imaging modalities such as mammography and ultrasound have limitations including discomfort, radiation exposure, and operator dependency. This study presents the development and assessment of a novel, low-cost, non-invasive system for three-dimensional (3D) imaging of the breast using the Microsoft Kinect sensor. The system captures depth data to reconstruct the breast surface in 3D, enabling volumetric measurements and shape analysis. Validation was performed using breast phantoms and clinical data from volunteers. Results demonstrate that the Kinect-based system provides accurate and reproducible 3D breast images, with potential applications in breast cancer screening, surgical planning, and monitoring of treatment response. The system offers a promising alternative to conventional imaging techniques, combining affordability, ease of use, and patient comfort.",TRUE,"Focus lies on breast imaging for cancer detection and volume measurement, not on automatic prediction or evaluation of surgical aesthetic results, so it doesn’t fit the review’s topic."
Hair removal methods: A comparative study for dermoscopy images,Abbas Q.; Celebi M.E.; García I.F.,2011,Biomedical Signal Processing and Control,Elsevier Ltd,"Hair removal is an important preprocessing step in dermoscopy image analysis. The presence of hair in dermoscopy images can significantly affect the performance of automated lesion segmentation and classification algorithms. In this paper, we present a comparative study of different hair removal methods applied to dermoscopy images. We evaluate the performance of these methods based on their ability to remove hair while preserving lesion details. The methods compared include DullRazor, morphological closing, and inpainting techniques. Our results show that inpainting methods provide better hair removal with less distortion of lesion features, which is crucial for accurate diagnosis. This study provides valuable insights for selecting appropriate hair removal techniques in dermoscopy image analysis.",TRUE,Focuses only on image preprocessing for lesion analysis in dermoscopy and doesn’t cover automatic prediction or aesthetic outcome evaluation in plastic or oncological surgery.
Transplantation of reconstructed corneal layer composed of corneal epithelium and fibroblasts on a lyophilized amniotic membrane to severely alkali-burned cornea,Jang I.-K.; Ahn J.-I.; Shin J.-S.; Kwon Y.-S.; Ryu Y.-H.; Lee J.-K.; Park J.-K.; Song K.-Y.; Yang E.-K.; Kim J.-C.,2006,Artificial Organs,,"BACKGROUND: To evaluate the efficacy of transplantation of a reconstructed corneal layer composed of corneal epithelium and fibroblasts on a lyophilized amniotic membrane (LAM) to severely alkali-burned corneas. METHODS: Corneal fibroblasts were cultured on the stromal side of LAM, and corneal epithelial cells were cultured on the epithelial side. The reconstructed corneal layer was transplanted onto the corneal surface of rabbits with severe alkali burns. The corneal surface was evaluated by slit-lamp microscopy, histology, and immunohistochemistry. RESULTS: The reconstructed corneal layer adhered well to the corneal surface and survived for at least 4 weeks. The corneal surface showed improved transparency and epithelialization compared with controls. Histological examination revealed a multilayered epithelium and stromal-like tissue beneath the epithelium. Immunohistochemical analysis showed expression of keratin 3 in the epithelium and vimentin in the fibroblast layer. CONCLUSIONS: Transplantation of a reconstructed corneal layer composed of corneal epithelium and fibroblasts on LAM promotes corneal surface reconstruction and may be a useful treatment for severe alkali-burned corneas.",TRUE,"Focuses only on repairing corneas without looking at predicting or evaluating how things will look, so it doesn’t fit the topic of aesthetic assessment in surgery."
In vivo evaluation of hydroxyapatite foams,"Sepulveda P.; Bressiani A.H.; Bressiani J.C.; Meseguer L.; König B., Jr.",2002,Journal of Biomedical Materials Research,,"The in vivo behavior of hydroxyapatite (HA) foams was studied in a rabbit model. The foams were implanted into the femoral condyles and evaluated at 4, 8, and 12 weeks post-implantation. Histological and histomorphometric analyses revealed good biocompatibility and osteoconductivity of the HA foams. New bone formation was observed within the pores of the foams, and the material showed progressive resorption and replacement by bone tissue over time. The results suggest that HA foams have potential as bone graft substitutes for the repair of bone defects.",TRUE,"Focuses only on the biocompatibility and bone healing of hydroxyapatite foams, without covering automatic prediction or assessment of aesthetic results in plastic or cancer surgery."
