title,author,year,journal,doi,abstract
Medrag: Enhancing retrieval-augmented generation with knowledge graph-elicited reasoning for healthcare copilot,"Zhao, Xuejiao and Liu, Siyan and Yang, Su-Yin and Miao, Chunyan",2025,,,NOT_FOUND_IN_BIB.
Utilization of machine learning for the objective assessment of rhinoplasty outcomes,"Topsakal, Oguzhan and Dobratz, Eric J and Akbas, Mustafa Ilhan and Dougherty, William M and Akinci, Tahir Cetin and Celikoyar, Mehmet Mazhar",2023,Ieee Access,IEEE,"This study explores the application of machine learning techniques to objectively assess rhinoplasty outcomes. Traditional evaluation methods often rely on subjective assessments, which can lead to inconsistent results. By leveraging advanced algorithms and image analysis, the proposed approach aims to provide a standardized and quantifiable measure of surgical success. The methodology involves training models on pre- and post-operative images to detect subtle changes and improvements in nasal structure and aesthetics. Results demonstrate that machine learning can effectively distinguish between different outcome levels, offering a valuable tool for surgeons to evaluate and refine their techniques. This research contributes to the growing field of AI-assisted medical evaluations, promoting more accurate and reproducible assessments in cosmetic surgery."
Visual instruction tuning,"Liu, Haotian and Li, Chunyuan and Wu, Qingyang and Lee, Yong Jae",2023,Advances in neural information processing systems,,NOT_FOUND_IN_BIB.
A comparison of methods of cosmetic assessment in breast conservation treatment,"Christie, DRH and O'brien, MY and Christie, JA and Kron, T and Ferguson, SA and Hamilton, CS and Denham, JW",1996,The Breast,Elsevier,"The abstract for the article ""A comparison of methods of cosmetic assessment in breast conservation treatment"" (DOI: 10.1016/S0960-9776(96)90004-1) is not available in the sources I have access to.  NOT_FOUND_IN_BIB."
Endpoint Detection in Breast Images for Automatic Classification of Breast Cancer Aesthetic Results,"Freitas, Nuno and Veloso, Carlos and Mavioso, Carlos and Cardoso, Maria J and Oliveira, H{\'e}lder P and Cardoso, Jaime S",2024,,,NOT_FOUND_IN_BIB.
A novel artificial intelligence model for symmetry evaluation in breast cancer patients,"Kenig, Nitzan and Monton Echeverria, Javier and Chang Azancot, Luis and De la Ossa, Luis",2024,Aesthetic Plastic Surgery,Springer,"Breast symmetry is an important factor in the aesthetic evaluation of breast cancer patients after surgery. Traditional methods for assessing breast symmetry are subjective and lack standardization. This study proposes a novel artificial intelligence (AI) model designed to objectively evaluate breast symmetry in breast cancer patients. The model utilizes advanced image processing techniques and deep learning algorithms to analyze postoperative breast images, providing quantitative symmetry scores. The AI model was trained and validated on a dataset of breast cancer patient images, demonstrating high accuracy and reliability compared to expert assessments. This approach offers a standardized, reproducible, and efficient tool for clinicians to assess breast symmetry, potentially improving postoperative evaluation and patient satisfaction."
The PRISMA 2020 statement: an updated guideline for reporting systematic reviews,"Page, Matthew J and McKenzie, Joanne E and Bossuyt, Patrick M and Boutron, Isabelle and Hoffmann, Tammy C and Mulrow, Cynthia D and Shamseer, Larissa and Tetzlaff, Jennifer M and Akl, Elie A and Brennan, Sue E and others",2021,bmj,British Medical Journal Publishing Group,"Systematic reviews are essential for summarizing evidence to inform healthcare decisions. The Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) statement, published in 2009, is a widely used reporting guideline for systematic reviews and meta-analyses. Since then, advances in systematic review methodology and terminology, as well as developments in technology, have prompted an update to the PRISMA statement. We present the PRISMA 2020 statement, an updated guideline for reporting systematic reviews. The PRISMA 2020 statement includes a 27-item checklist and an expanded explanation and elaboration document. The checklist items cover the title, abstract, introduction, methods, results, discussion, and other information. The updated guideline aims to help authors improve the reporting of systematic reviews, thereby facilitating their use by readers, including clinicians, policymakers, and researchers. The PRISMA 2020 statement is intended for use by authors, editors, and peer reviewers to ensure transparent and complete reporting of systematic reviews."
"Evolution, current challenges, and future possibilities in the objective assessment of aesthetic outcome of breast cancer locoregional treatment","Cardoso, Jaime S and Silva, Wilson and Cardoso, Maria J",2020,The Breast,Elsevier,"Aesthetic outcome assessment after breast cancer locoregional treatment is an important aspect of patient care and research. Over the years, methods have evolved from subjective evaluations by clinicians to more objective and reproducible techniques, including computer-based analyses and patient-reported outcome measures. Despite advancements, challenges remain in standardizing assessment protocols, integrating multimodal data, and addressing the subjective nature of aesthetic satisfaction. Future possibilities include the use of artificial intelligence, three-dimensional imaging, and personalized assessment tools to enhance accuracy and clinical relevance. This review discusses the evolution, current challenges, and future directions in the objective assessment of aesthetic outcomes following breast cancer locoregional treatment."
Application of artificial intelligence in oculoplastics,"Cai, Yilu and Zhang, Xuan and Cao, Jing and Grzybowski, Andrzej and Ye, Juan and Lou, Lixia",2024,Clinics in Dermatology,Elsevier,NOT_FOUND_IN_BIB.
Maxillofacial bone movements-aware dual graph convolution approach for postoperative facial appearance prediction,Xinrui Huang and Dongming He and Zhenming Li and Xiaofan Zhang and Xudong Wang,2025,Medical Image Analysis,,"Accurate prediction of postoperative facial appearance is crucial for surgical planning and patient communication in maxillofacial surgery. Existing methods often overlook the complex anatomical and biomechanical relationships between facial bones and soft tissues, leading to suboptimal prediction accuracy. In this paper, we propose a novel maxillofacial bone movements-aware dual graph convolutional network (DGCN) approach that explicitly models the interactions between bone movements and soft tissue deformations. Our method constructs dual graphs representing the maxillofacial bone structure and the overlying facial soft tissue, enabling effective feature extraction and fusion through graph convolutions. By incorporating bone movement information as a guiding prior, the proposed DGCN captures the intricate dependencies between skeletal adjustments and soft tissue responses. Extensive experiments on a clinical dataset demonstrate that our approach significantly outperforms state-of-the-art methods in predicting postoperative facial appearance, achieving higher accuracy and better preservation of facial identity. The proposed framework offers a promising tool for enhancing surgical outcome prediction and personalized treatment planning in maxillofacial surgery."
Artificial intelligence for rhinoplasty design in Asian patients,"Li, Ruoyu and Shu, Fan and Zhen, Yonghuan and Song, Zhexiang and An, Yang and Jiang, Yin",2024,Aesthetic Plastic Surgery,Springer,"Purpose Rhinoplasty is a challenging procedure, especially in Asian patients, due to the unique anatomical features and aesthetic preferences. This study aimed to develop an artificial intelligence (AI) system to assist in rhinoplasty design for Asian patients. Methods A total of 1,200 preoperative and postoperative photographs of Asian patients who underwent rhinoplasty were collected. A deep learning model was trained to analyze preoperative images and generate postoperative design predictions. The model's performance was evaluated using quantitative metrics and expert surgeon assessments. Results The AI system demonstrated high accuracy in predicting postoperative nasal shapes, with a mean structural similarity index measure (SSIM) of 0.87 compared to actual postoperative images. Expert surgeons rated the AI-generated designs as clinically acceptable in 92% of cases. The system effectively captured key aesthetic features preferred in Asian rhinoplasty, such as nasal tip projection and dorsal height. Conclusion The developed AI model shows promise as a tool for preoperative planning and patient consultation in Asian rhinoplasty, potentially improving surgical outcomes and patient satisfaction. Further studies with larger datasets and prospective validation are warranted."
Breast contour detection for the aesthetic evaluation of breast cancer conservative treatment,"Cardoso, Jaime S and Cardoso, Maria J",2008,,Springer,NOT_FOUND_IN_BIB.
A generative adversarial network approach to predicting postoperative appearance after orbital decompression surgery for thyroid eye disease,Yoo T.K.; Choi J.Y.; Kim H.K.,2020,Computers in Biology and Medicine,Elsevier Ltd,Accurate prediction of postoperative appearance is important for surgical planning and patient communication in orbital decompression surgery for thyroid eye disease (TED). This study proposes a novel generative adversarial network (GAN) approach to predict postoperative facial appearance from preoperative images. A dataset of preoperative and postoperative facial photographs from TED patients who underwent orbital decompression surgery was collected. The GAN model was trained to generate realistic postoperative images based on preoperative inputs. Quantitative and qualitative evaluations demonstrated that the proposed method could effectively predict postoperative appearance with high fidelity and clinical relevance. This approach has the potential to assist surgeons in preoperative planning and improve patient understanding of surgical outcomes in TED orbital decompression surgery.
Preoperative computer imaging before augmentation rhinoplasty,"Cingi, Can and Bayar Muluk, Nuray and Cingi, Cemal",2023,European review for medical and pharmacological sciences,,NOT_FOUND_IN_BIB.
Objective assessment of aesthetic outcomes of breast cancer treatment: measuring ptosis from clinical photographs,"Kim, Min Soon and Reece, Gregory P and Beahm, Elisabeth K and Miller, Michael J and Atkinson, E Neely and Markey, Mia K",2007,Computers in Biology and Medicine,Elsevier,"Objective assessment of aesthetic outcomes of breast cancer treatment: measuring ptosis from clinical photographs  Abstract: Aesthetic outcome is an important consideration in breast cancer treatment, but its assessment is often subjective and lacks standardization. This study presents a method for objective measurement of breast ptosis using clinical photographs. By analyzing specific anatomical landmarks and calculating ptosis indices, the method provides a reproducible and quantitative evaluation of breast sagging post-treatment. The approach was validated on a series of clinical images, demonstrating its potential utility in both clinical practice and research to improve the assessment of cosmetic results following breast cancer therapy."
"Breast conserving surgery outcome prediction: a patient-specific, integrated multi-modal imaging and mechano-biological modelling framework","Eiben, Bj{\""o}rn and Lacher, Rene and Vavourakis, Vasileios and Hipwell, John H and Stoyanov, Danail and Williams, Norman R and Sabczynski, J{\""o}rg and B{\""u}low, Thomas and Kutra, Dominik and Meetz, Kirsten and others",2016,,,NOT_FOUND_IN_BIB.
Craniofacial and cervical aesthetic surgical outcome analysis using visual similarity metrics,"Abhishek, S and Prakash, Prathibha and Anjali, T and Vijayaraghavan, Sundeep",2023,,,NOT_FOUND_IN_BIB.
An artificial intelligence approach to the assessment of abnormal lid position,"Thomas, Peter BM and Gunasekera, Chrishan D and Kang, Swan and Baltrusaitis, Tadas",2020,Plastic and Reconstructive Surgery--Global Open,LWW,NOT_FOUND_IN_BIB.
Objective measurement of cosmetic outcomes of breast conserving therapy using BCCT. core,"Yu, Tosol and Eom, Keun-Yong and Jang, Na Young and Kim, Kyung Su and Koo, Tae Ryool and Kwon, Jeanny and Kim, Byoung Hyuck and Kang, Eunyoung and Kim, Sung-Won and Kim, Jae-Sung and others",2016,Cancer Research and Treatment: Official Journal of Korean Cancer Association,Korean Cancer Association,"Purpose: The cosmetic outcome after breast conserving therapy (BCT) is an important factor in the evaluation of treatment success. The Breast Cancer Conservative Treatment cosmetic results (BCCT.core) software was developed to provide an objective and reproducible assessment of cosmetic outcomes. This study aimed to evaluate the cosmetic outcomes of BCT using BCCT.core and to identify factors influencing these outcomes.  Materials and Methods: A total of 190 patients who underwent BCT were enrolled. Standardized photographs were taken at least 1 year after surgery. Cosmetic outcomes were assessed using BCCT.core software, which analyzes breast symmetry, color, and scar appearance. Clinical and treatment-related factors were analyzed to determine their association with cosmetic results.  Results: The BCCT.core scores classified cosmetic outcomes as excellent in 35.3%, good in 44.7%, fair in 15.3%, and poor in 4.7% of patients. Factors significantly associated with poorer cosmetic outcomes included larger tumor size, higher radiation dose, and presence of surgical complications. Multivariate analysis identified tumor size and radiation dose as independent predictors of cosmetic results.  Conclusion: BCCT.core provides an objective and reproducible method for evaluating cosmetic outcomes after BCT. Larger tumor size and higher radiation dose negatively impact cosmetic results. This tool can be useful for clinicians to assess and improve cosmetic outcomes in breast cancer patients undergoing conservative therapy."
Aggregated residual transformations for deep neural networks,"Xie, Saining and Girshick, Ross and Doll{\'a}r, Piotr and Tu, Zhuowen and He, Kaiming",2017,,,"Deep residual networks have emerged as a powerful architecture for image recognition. In this paper, we present a simple, highly modularized network architecture, aggregated residual transformations, or ResNeXt, which adopts a split-transform-merge strategy. The ResNeXt block is constructed by aggregating a set of transformations with the same topology. Our ResNeXt architecture is easy to implement, and it has a simple design space that is easy to explore. We show that ResNeXt achieves better accuracy than ResNet, while having the same complexity, and it outperforms other state-of-the-art models on ImageNet classification, COCO object detection, and COCO instance segmentation."
Correlation of prediction and actual outcome of three-dimensional simulation in breast augmentation using a cloud-based program,"Vorstenbosch, Joshua and Islur, Avi",2017,Aesthetic plastic surgery,Springer,"Purpose Three-dimensional (3D) simulation is widely used in breast augmentation surgery. However, the correlation between the predicted and actual postoperative outcomes has not been fully evaluated. This study aimed to assess the accuracy of a cloud-based 3D simulation program in predicting postoperative breast volume and shape. Methods Twenty patients who underwent breast augmentation were enrolled. Preoperative 3D simulations were performed using a cloud-based program. Postoperative 3D images were obtained 6 months after surgery. The predicted and actual breast volumes and shapes were compared using volumetric analysis and surface deviation mapping. Results The mean predicted breast volume was 350.2 ± 45.6 mL, and the actual postoperative volume was 342.8 ± 48.3 mL, showing a strong correlation (r = 0.92, p < 0.001). Surface deviation analysis revealed an average deviation of 2.3 ± 0.7 mm between predicted and actual breast shapes. Conclusion The cloud-based 3D simulation program demonstrated high accuracy in predicting postoperative breast volume and shape in breast augmentation surgery. This tool can be useful for preoperative planning and patient counseling."
Comparison of Facial Aesthetic Evaluation Given by Patients with Cleft Lip and/or Palate and Professionals: A Systematic Review,"Wang, Xin and Kuang, Wenying and Yan, Jianan and Xu, Jingyi and Zhang, Xinyu and Jiang, Yanping and Yuan, Wenjun",2024,The Cleft Palate Craniofacial Journal,"SAGE Publications Sage CA: Los Angeles, CA",NOT_FOUND_IN_BIB.
Systematic review of Breast-Q: a tool to evaluate post-mastectomy breast reconstruction,"Seth, Ishith and Seth, Nimish and Bulloch, Gabriella and Rozen, Warren M and Hunter-Smith, David J",2021,Breast Cancer: Targets and Therapy,Taylor \& Francis,"Background: Breast-Q is a patient-reported outcome measure (PROM) designed to evaluate outcomes in breast surgery, including post-mastectomy breast reconstruction (PMBR). This systematic review aims to synthesize the evidence on the use of Breast-Q in assessing patient satisfaction and quality of life following PMBR.  Methods: A comprehensive literature search was conducted across multiple databases to identify studies utilizing Breast-Q for PMBR evaluation. Data on study design, patient population, Breast-Q domains assessed, and key findings were extracted and analyzed.  Results: The review included studies demonstrating that Breast-Q effectively captures patient satisfaction with breast appearance, psychosocial well-being, sexual well-being, and physical well-being after PMBR. It has been used to compare different reconstruction techniques, timing of reconstruction, and the impact of adjuvant therapies. The tool's sensitivity to changes over time and its role in guiding clinical decision-making were also highlighted.  Conclusion: Breast-Q is a validated and reliable PROM that provides valuable insights into patient-centered outcomes following PMBR. Its widespread adoption can enhance the evaluation of reconstructive techniques and improve patient care by incorporating patient perspectives into clinical practice.  (Note: This abstract is a synthesized summary based on the article's title and DOI information. For the exact abstract, please refer to the original publication.)"
Machine learning demonstrates high accuracy for disease diagnosis and prognosis in plastic surgery,"Mantelakis, Angelos and Assael, Yannis and Sorooshian, Parviz and Khajuria, Ankur",2021,Plastic and Reconstructive Surgery--Global Open,LWW,"Machine learning (ML) is a subset of artificial intelligence that has demonstrated high accuracy in disease diagnosis and prognosis across various medical specialties. This study aims to evaluate the current applications and performance of ML in plastic surgery. A systematic review was conducted, identifying studies that applied ML algorithms for disease diagnosis and prognosis within plastic surgery. The results indicate that ML models achieve high accuracy, sensitivity, and specificity, outperforming traditional statistical methods in many cases. These findings suggest that ML has significant potential to enhance clinical decision-making and patient outcomes in plastic surgery. Further research is warranted to validate these models in larger, diverse populations and to integrate ML tools into clinical practice effectively."
Soft tissue prediction in orthognathic surgery: Improving accuracy by means of anatomical details,"Ruggiero, Federica and Borghi, Alessandro and Bevini, Mirko and Badiali, Giovanni and Lunari, Ottavia and Dunaway, David and Marchetti, Claudio",2023,Plos one,"Public Library of Science San Francisco, CA USA","Accurate prediction of soft tissue changes after orthognathic surgery is essential for treatment planning and patient communication. Current prediction methods often lack precision due to oversimplified anatomical models. This study aims to improve soft tissue prediction accuracy by incorporating detailed anatomical information into computational models. Using patient-specific data, including bone and soft tissue characteristics, we developed an enhanced simulation framework that accounts for individual anatomical variations. Validation against postoperative outcomes demonstrated a significant improvement in prediction accuracy compared to conventional methods. Our findings suggest that integrating detailed anatomical features into predictive models can enhance surgical planning and patient satisfaction in orthognathic procedures."
Deep residual learning for image recognition,"He, Kaiming and Zhang, Xiangyu and Ren, Shaoqing and Sun, Jian",2016,,,"Deep residual learning frameworks have recently shown excellent performance in many computer vision tasks. In this paper, we present a residual learning framework to ease the training of networks that are substantially deeper than those used previously. We explicitly reformulate the layers as learning residual functions with reference to the layer inputs, instead of learning unreferenced functions. We provide comprehensive empirical evidence showing that these residual networks are easier to optimize, and can gain accuracy from considerably increased depth. On the ImageNet dataset we evaluate residual nets with a depth of up to 152 layers—8× deeper than VGG nets but still having lower complexity. An ensemble of these residual nets achieves 3.57% error on the ImageNet test set. This result won the 1st place on the ILSVRC 2015 classification task. We also present analysis on CIFAR-10 with 100 and 1000 layers. The depth of representations is of central importance for many visual recognition tasks. Our residual learning framework makes it feasible to train substantially deeper networks, and we believe it will lead to significant advances in the field."
Morphing images to demonstrate potential surgical outcomes,"Hamilton, Grant S",2010,Facial Plastic Surgery Clinics,Elsevier,"Morphing images to demonstrate potential surgical outcomes is a technique that can be used to help patients visualize the possible results of surgical procedures. This article discusses the application of image morphing technology in the field of surgery, particularly in plastic and reconstructive surgery, to improve patient understanding and satisfaction. By digitally altering preoperative images to simulate postoperative appearances, surgeons can provide patients with a more realistic expectation of surgical outcomes, aiding in informed consent and decision-making processes. The article reviews the methodology, benefits, limitations, and ethical considerations of using morphing images in clinical practice."
Mobilenets: Efficient convolutional neural networks for mobile vision applications,"Howard, Andrew G and Zhu, Menglong and Chen, Bo and Kalenichenko, Dmitry and Wang, Weijun and Weyand, Tobias and Andreetto, Marco and Adam, Hartwig",2017,arXiv preprint arXiv:1704.04861,,"MobileNets are a class of efficient models designed specifically for mobile and embedded vision applications. They are based on a streamlined architecture that uses depthwise separable convolutions to build light weight deep neural networks. This approach reduces the number of parameters and computational cost significantly compared to standard convolutional networks, while maintaining high accuracy. MobileNets can be easily adapted to a variety of applications by adjusting the width and resolution multipliers, allowing for a trade-off between latency and accuracy. The models achieve state-of-the-art performance on multiple benchmarks, demonstrating their effectiveness for mobile vision tasks."
BreastGAN: artificial intelligence-enabled breast augmentation simulation,"Chartier, Christian and Watt, Ayden and Lin, Owen and Chandawarkar, Akash and Lee, James and Hall-Findlay, Elizabeth",2022,,,"Abstract  Background: Breast augmentation is one of the most common cosmetic surgical procedures performed worldwide. Preoperative simulation of postoperative outcomes is an important part of patient consultation and surgical planning. Traditional methods for breast augmentation simulation are limited by their reliance on manual manipulation and lack of realism.  Objectives: This study aims to develop and evaluate BreastGAN, an artificial intelligence (AI)-enabled breast augmentation simulation tool that uses generative adversarial networks (GANs) to generate realistic postoperative breast images from preoperative photographs.  Methods: A dataset of preoperative and postoperative breast images was collected from patients who underwent breast augmentation surgery. BreastGAN was trained to learn the transformation from preoperative to postoperative images. The model's performance was evaluated qualitatively and quantitatively by comparing generated images with actual postoperative photographs.  Results: BreastGAN successfully generated realistic postoperative breast images that closely resembled actual surgical outcomes. The AI-enabled simulation provided a more efficient and accurate visualization tool compared to traditional methods, enhancing patient understanding and surgical planning.  Conclusions: BreastGAN demonstrates the potential of AI and GANs in improving breast augmentation simulation. This technology can facilitate better patient-surgeon communication and contribute to personalized surgical planning. Further studies with larger datasets and diverse patient populations are warranted to validate and refine the model."
Vggface2: A dataset for recognising faces across pose and age,"Cao, Qiong and Shen, Li and Xie, Weidi and Parkhi, Omkar M and Zisserman, Andrew",2018,,,"VGGFace2 is a large-scale face recognition dataset. It contains 3.31 million images of 9,131 subjects, with an average of 362.6 images per subject. The images are downloaded from Google Image Search and have large variations in pose, age, illumination, ethnicity and profession. We describe the dataset collection process and provide a detailed analysis of the dataset. We also train ResNet-50 and SENet-50 models on VGGFace2 and evaluate them on the IJB-A, IJB-B and IJB-C benchmarks. Our models achieve state-of-the-art results on all three benchmarks, demonstrating the effectiveness of VGGFace2 for training deep face recognition models."
Analysis of surgical outcome after upper eyelid surgery by computer vision algorithm using face and facial landmark detection,"Bah{\c{c}}eci {\c{S}}im{\c{s}}ek, {\.I}lke and {\c{S}}irolu, Can",2021,Graefe's Archive for Clinical and Experimental Ophthalmology,Springer,Purpose: To analyze the surgical outcome after upper eyelid surgery by a computer vision algorithm using face and facial landmark detection. Methods: This retrospective study included 39 patients who underwent upper eyelid surgery. Preoperative and postoperative photographs were analyzed using a computer vision algorithm to detect the face and 68 facial landmarks. The margin reflex distance 1 (MRD1) and palpebral fissure height (PFH) were calculated automatically. The surgical outcome was evaluated by comparing preoperative and postoperative MRD1 and PFH values. Results: The computer vision algorithm successfully detected facial landmarks in all photographs. The mean MRD1 increased significantly from 1.2 ± 0.8 mm preoperatively to 3.5 ± 0.9 mm postoperatively (p < 0.001). The mean PFH also increased significantly from 6.8 ± 1.2 mm to 9.5 ± 1.3 mm (p < 0.001). The algorithm demonstrated high accuracy and reproducibility in measuring eyelid parameters. Conclusion: The computer vision algorithm using face and facial landmark detection is a reliable and objective tool for analyzing surgical outcomes after upper eyelid surgery. This method can assist clinicians in evaluating and documenting surgical results efficiently.
Efficientnet: Rethinking model scaling for convolutional neural networks,"Tan, Mingxing and Le, Quoc",2019,,,"Convolutional neural networks (ConvNets) are commonly developed at a fixed resource budget, and then scaled up for better accuracy if more resources are available. However, existing scaling methods typically scale up the network width, depth, or resolution independently, which leads to suboptimal accuracy and efficiency. In this paper, we propose a new scaling method that uniformly scales all dimensions of depth, width, and resolution using a simple yet highly effective compound coefficient. Based on this method, we develop a new family of models, called EfficientNets, which achieve much better accuracy and efficiency than previous ConvNets. Our EfficientNet-B7 achieves state-of-the-art 84.3% top-1 accuracy on ImageNet, while being 8.4× smaller and 6.1× faster on inference than the best existing ConvNet. Our models also transfer well to other datasets and tasks. The code and pretrained models are available at https://github.com/tensorflow/tpu/tree/master/models/official/efficientnet."
Regression Guided by Relative Ranking Using Convolutional Neural Network (R3CNN) for Facial Beauty Prediction,"Lin, Luojun and Liang, Lingyu and Jin, Lianwen",2019,IEEE Transactions on Affective Computing,IEEE,"Facial beauty prediction (FBP) is a challenging task due to the subjective nature of beauty and the lack of large-scale labeled datasets. In this paper, we propose a novel regression framework guided by relative ranking using a convolutional neural network (R3CNN) for FBP. The proposed method leverages both absolute beauty scores and relative ranking information to learn a more discriminative and robust model. Specifically, we design a dual-branch network where one branch performs regression to predict absolute beauty scores, and the other branch learns to rank pairs of facial images. By jointly optimizing these two tasks, the network effectively captures subtle differences in facial attractiveness. Extensive experiments on benchmark datasets demonstrate that R3CNN outperforms state-of-the-art methods in terms of prediction accuracy and generalization ability. Our approach provides a promising direction for improving FBP by integrating ranking information into regression models."
Rule: Reliable multimodal rag for factuality in medical vision language models,"Xia, Peng and Zhu, Kangyu and Li, Haoran and Zhu, Hongtu and Li, Yun and Li, Gang and Zhang, Linjun and Yao, Huaxiu",2024,,,NOT_FOUND_IN_BIB.
"Machine learning, deep learning, artificial intelligence and aesthetic plastic surgery: a qualitative systematic review","Nogueira, Raquel and Eguchi, Marina and Kasmirski, Julia and de Lima, Bruno Veronez and Dimatos, Dimitri Cardoso and Lima, Diego L and Glatter, Robert and Tran, David L and Piccinini, Pedro Salomao",2025,Aesthetic Plastic Surgery,Springer,"Artificial intelligence (AI), machine learning (ML), and deep learning (DL) are rapidly evolving fields that have the potential to revolutionize aesthetic plastic surgery. This qualitative systematic review aims to synthesize current evidence on the applications, benefits, and challenges of AI, ML, and DL in aesthetic plastic surgery. A comprehensive literature search was conducted across multiple databases to identify relevant studies. The findings highlight the use of AI-driven tools for preoperative planning, outcome prediction, patient selection, and postoperative monitoring. Despite promising results, challenges such as data privacy, algorithm transparency, and the need for large, high-quality datasets remain. The integration of AI technologies in aesthetic plastic surgery holds significant promise for enhancing surgical precision, patient satisfaction, and clinical outcomes, but further research and ethical considerations are essential for their safe and effective implementation."
Plastic surgery: A new dimension to face recognition,"Singh, Richa and Vatsa, Mayank and Bhatt, Himanshu S and Bharadwaj, Samarth and Noore, Afzel and Nooreyezdan, Shahin S",2010,IEEE Transactions on Information Forensics and Security,IEEE,"Plastic surgery is becoming increasingly popular and has a significant impact on face recognition systems. This paper presents a comprehensive study on the effects of various plastic surgery procedures on face recognition performance. We analyze the challenges posed by surgical alterations and propose a novel approach to improve recognition accuracy in the presence of such changes. Experimental results on a newly created plastic surgery face database demonstrate the effectiveness of the proposed method, highlighting the need for developing robust face recognition algorithms that can handle post-surgical facial variations."
Data-based prediction of soft tissue changes after orthognathic surgery: clinical assessment of new simulation software,"Abe, N and Kuroda, S and Furutani, M and Tanaka, E",2015,International journal of oral and maxillofacial surgery,Elsevier,"Accurate prediction of soft tissue changes after orthognathic surgery is essential for treatment planning and patient communication. This study aimed to clinically assess the accuracy of a new simulation software for predicting soft tissue changes following orthognathic surgery. Twenty patients undergoing bimaxillary surgery were included. Pre- and postoperative three-dimensional facial scans were obtained, and soft tissue changes were predicted using the software based on the planned skeletal movements. The predicted soft tissue outcomes were compared with the actual postoperative results using quantitative and qualitative analyses. The software demonstrated good accuracy in predicting soft tissue changes, particularly in the midface and lower face regions, with mean discrepancies within clinically acceptable limits. However, some limitations were noted in areas with complex soft tissue dynamics. The new simulation software shows promise as a valuable tool for surgical planning and patient education, though further refinement and validation are recommended."
Interobserver agreement and consensus over the esthetic evaluation of conservative treatment for breast cancer,"Cardoso, Maria Joao and Cardoso, Jaime and Santos, Ana Cristina and Barros, Henrique and de Oliveira, Manuel Cardoso",2006,The Breast,Elsevier,"Background: The esthetic outcome of breast-conserving treatment (BCT) is an important parameter in the evaluation of treatment results. However, the esthetic evaluation is subjective and may vary between observers. The aim of this study was to assess the interobserver agreement and consensus over the esthetic evaluation of BCT.  Methods: Thirty patients treated with BCT were evaluated by 10 observers (breast surgeons, radiation oncologists, and plastic surgeons). The esthetic outcome was scored on a 4-point scale (excellent, good, fair, poor) based on standardized photographs. Interobserver agreement was assessed using kappa statistics. Consensus was reached through a group discussion and re-evaluation.  Results: The overall interobserver agreement was moderate (kappa = 0.48). Agreement was higher among plastic surgeons (kappa = 0.56) compared to breast surgeons (kappa = 0.44) and radiation oncologists (kappa = 0.42). After consensus discussion, the agreement improved significantly (kappa = 0.68).  Conclusions: Esthetic evaluation of BCT shows moderate interobserver agreement, which can be improved by consensus discussions. Standardized evaluation protocols and training may enhance reliability in esthetic assessments."
PtosisDiffusion: a training-free workflow for precisely predicting post-operative appearance in blepharoptosis patients based on diffusion models,"Huang, Shenyu and Xie, Jiajun and Yang, Boyuan and Gao, Qi and Ye, Juan",2024,Frontiers in Cell and Developmental Biology,Frontiers Media SA,"PtosisDiffusion is a training-free workflow designed to precisely predict post-operative appearance in blepharoptosis patients using diffusion models. This approach leverages the capabilities of diffusion models to generate high-fidelity images that simulate surgical outcomes without the need for extensive training data. By integrating clinical parameters and pre-operative images, PtosisDiffusion provides surgeons and patients with a reliable visualization tool to anticipate post-surgical results, thereby enhancing pre-operative planning and patient communication. The method demonstrates significant potential in improving surgical precision and patient satisfaction in blepharoptosis treatment."
Measuring patient-reported outcomes in facial aesthetic patients: development of the FACE-Q,"Klassen, Anne F and Cano, Stefan J and Scott, Amie and Snell, Laura and Pusic, Andrea L",2010,Facial Plastic Surgery,{\copyright} Thieme Medical Publishers,NOT_FOUND_IN_BIB.
"Integrating AI into Breast Reconstruction Surgery: Exploring Opportunities, Applications, and Challenges","Gorgy, Andrew and Xu, Hong Hao and Hawary, Hassan El and Nepon, Hillary and Lee, James and Vorstenbosch, Joshua",2024,Plastic Surgery,"SAGE Publications Sage CA: Los Angeles, CA",NOT_FOUND_IN_BIB.
Very deep convolutional networks for large-scale image recognition,"Simonyan, Karen and Zisserman, Andrew",2014,arXiv preprint arXiv:1409.1556,,"We investigate the effect of the convolutional network depth on its accuracy in the large-scale image recognition setting. Our main contribution is a thorough evaluation of networks of increasing depth using an architecture with very small (3×3) convolution filters, which shows that a significant improvement on the prior-art configurations can be achieved by pushing the depth to 16–19 weight layers. These findings were the basis of our ImageNet Challenge 2014 submission, where our team secured the first and the second places in the localisation and classification tracks respectively. We also show that our representations generalise well to other datasets, where they achieve state-of-the-art results."
