title,author,year,journal,doi,abstract,rejected_by_qualitive_screening,reason_for_qualitive_screening
Objective assessment of aesthetic outcomes of breast cancer treatment: measuring ptosis from clinical photographs,"Kim, Min Soon and Reece, Gregory P and Beahm, Elisabeth K and Miller, Michael J and Atkinson, E Neely and Markey, Mia K",2007,Computers in Biology and Medicine,Elsevier,"Objective assessment of aesthetic outcomes of breast cancer treatment: measuring ptosis from clinical photographs  Abstract: Aesthetic outcome is an important consideration in breast cancer treatment, but its assessment is often subjective and lacks standardization. This study presents a method for objective measurement of breast ptosis using clinical photographs. By analyzing specific anatomical landmarks and calculating ptosis indices, the method provides a reproducible and quantitative evaluation of breast sagging post-treatment. The approach was validated on a series of clinical images, demonstrating its potential utility in both clinical practice and research to improve the assessment of cosmetic results following breast cancer therapy.",FALSE,
MRI-compatible breast/rib phantom for evaluating ultrasonic thermal exposures,Menikou G.; Yiannakou M.; Yiallouras C.; Ioannides C.; Damianou C.,2018,International Journal of Medical Robotics and Computer Assisted Surgery,John Wiley and Sons Ltd,"This study presents the development of an MRI-compatible breast/rib phantom designed to evaluate ultrasonic thermal exposures. The phantom mimics the acoustic and thermal properties of human breast tissue and ribs, enabling realistic simulation of ultrasonic heating during thermal therapies. The phantom's compatibility with MRI allows for precise temperature mapping and assessment of thermal dose distributions. Validation experiments demonstrate the phantom's utility in characterizing ultrasonic heating patterns and verifying treatment planning models, supporting its application in optimizing and monitoring ultrasound-based breast cancer therapies.",TRUE,"Focuses on creating a breast phantom for ultrasound testing without addressing aesthetic results in plastic or cancer surgery, so it doesn’t fit the review’s topic."
"Breast conserving surgery outcome prediction: a patient-specific, integrated multi-modal imaging and mechano-biological modelling framework","Eiben, Bj{\""o}rn and Lacher, Rene and Vavourakis, Vasileios and Hipwell, John H and Stoyanov, Danail and Williams, Norman R and Sabczynski, J{\""o}rg and B{\""u}low, Thomas and Kutra, Dominik and Meetz, Kirsten and others",2016,,,NOT_FOUND_IN_BIB.,FALSE,
Craniofacial and cervical aesthetic surgical outcome analysis using visual similarity metrics,"Abhishek, S and Prakash, Prathibha and Anjali, T and Vijayaraghavan, Sundeep",2023,,,NOT_FOUND_IN_BIB.,FALSE,
An artificial intelligence approach to the assessment of abnormal lid position,"Thomas, Peter BM and Gunasekera, Chrishan D and Kang, Swan and Baltrusaitis, Tadas",2020,Plastic and Reconstructive Surgery--Global Open,LWW,NOT_FOUND_IN_BIB.,FALSE,
Objective measurement of cosmetic outcomes of breast conserving therapy using BCCT. core,"Yu, Tosol and Eom, Keun-Yong and Jang, Na Young and Kim, Kyung Su and Koo, Tae Ryool and Kwon, Jeanny and Kim, Byoung Hyuck and Kang, Eunyoung and Kim, Sung-Won and Kim, Jae-Sung and others",2016,Cancer Research and Treatment: Official Journal of Korean Cancer Association,Korean Cancer Association,"Purpose: The cosmetic outcome after breast conserving therapy (BCT) is an important factor in the evaluation of treatment success. The Breast Cancer Conservative Treatment cosmetic results (BCCT.core) software was developed to provide an objective and reproducible assessment of cosmetic outcomes. This study aimed to evaluate the cosmetic outcomes of BCT using BCCT.core and to identify factors influencing these outcomes.  Materials and Methods: A total of 190 patients who underwent BCT were enrolled. Standardized photographs were taken at least 1 year after surgery. Cosmetic outcomes were assessed using BCCT.core software, which analyzes breast symmetry, color, and scar appearance. Clinical and treatment-related factors were analyzed to determine their association with cosmetic results.  Results: The BCCT.core scores classified cosmetic outcomes as excellent in 35.3%, good in 44.7%, fair in 15.3%, and poor in 4.7% of patients. Factors significantly associated with poorer cosmetic outcomes included larger tumor size, higher radiation dose, and presence of surgical complications. Multivariate analysis identified tumor size and radiation dose as independent predictors of cosmetic results.  Conclusion: BCCT.core provides an objective and reproducible method for evaluating cosmetic outcomes after BCT. Larger tumor size and higher radiation dose negatively impact cosmetic results. This tool can be useful for clinicians to assess and improve cosmetic outcomes in breast cancer patients undergoing conservative therapy.",FALSE,
Aggregated residual transformations for deep neural networks,"Xie, Saining and Girshick, Ross and Doll{\'a}r, Piotr and Tu, Zhuowen and He, Kaiming",2017,,,"Deep residual networks have emerged as a powerful architecture for image recognition. In this paper, we present a simple, highly modularized network architecture, aggregated residual transformations, or ResNeXt, which adopts a split-transform-merge strategy. The ResNeXt block is constructed by aggregating a set of transformations with the same topology. Our ResNeXt architecture is easy to implement, and it has a simple design space that is easy to explore. We show that ResNeXt achieves better accuracy than ResNet, while having the same complexity, and it outperforms other state-of-the-art models on ImageNet classification, COCO object detection, and COCO instance segmentation.",FALSE,
Correlation of prediction and actual outcome of three-dimensional simulation in breast augmentation using a cloud-based program,"Vorstenbosch, Joshua and Islur, Avi",2017,Aesthetic plastic surgery,Springer,"Purpose Three-dimensional (3D) simulation is widely used in breast augmentation surgery. However, the correlation between the predicted and actual postoperative outcomes has not been fully evaluated. This study aimed to assess the accuracy of a cloud-based 3D simulation program in predicting postoperative breast volume and shape. Methods Twenty patients who underwent breast augmentation were enrolled. Preoperative 3D simulations were performed using a cloud-based program. Postoperative 3D images were obtained 6 months after surgery. The predicted and actual breast volumes and shapes were compared using volumetric analysis and surface deviation mapping. Results The mean predicted breast volume was 350.2 ± 45.6 mL, and the actual postoperative volume was 342.8 ± 48.3 mL, showing a strong correlation (r = 0.92, p < 0.001). Surface deviation analysis revealed an average deviation of 2.3 ± 0.7 mm between predicted and actual breast shapes. Conclusion The cloud-based 3D simulation program demonstrated high accuracy in predicting postoperative breast volume and shape in breast augmentation surgery. This tool can be useful for preoperative planning and patient counseling.",FALSE,
Comparison of Facial Aesthetic Evaluation Given by Patients with Cleft Lip and/or Palate and Professionals: A Systematic Review,"Wang, Xin and Kuang, Wenying and Yan, Jianan and Xu, Jingyi and Zhang, Xinyu and Jiang, Yanping and Yuan, Wenjun",2024,The Cleft Palate Craniofacial Journal,"SAGE Publications Sage CA: Los Angeles, CA",NOT_FOUND_IN_BIB.,FALSE,
Systematic review of Breast-Q: a tool to evaluate post-mastectomy breast reconstruction,"Seth, Ishith and Seth, Nimish and Bulloch, Gabriella and Rozen, Warren M and Hunter-Smith, David J",2021,Breast Cancer: Targets and Therapy,Taylor \& Francis,"Background: Breast-Q is a patient-reported outcome measure (PROM) designed to evaluate outcomes in breast surgery, including post-mastectomy breast reconstruction (PMBR). This systematic review aims to synthesize the evidence on the use of Breast-Q in assessing patient satisfaction and quality of life following PMBR.  Methods: A comprehensive literature search was conducted across multiple databases to identify studies utilizing Breast-Q for PMBR evaluation. Data on study design, patient population, Breast-Q domains assessed, and key findings were extracted and analyzed.  Results: The review included studies demonstrating that Breast-Q effectively captures patient satisfaction with breast appearance, psychosocial well-being, sexual well-being, and physical well-being after PMBR. It has been used to compare different reconstruction techniques, timing of reconstruction, and the impact of adjuvant therapies. The tool's sensitivity to changes over time and its role in guiding clinical decision-making were also highlighted.  Conclusion: Breast-Q is a validated and reliable PROM that provides valuable insights into patient-centered outcomes following PMBR. Its widespread adoption can enhance the evaluation of reconstructive techniques and improve patient care by incorporating patient perspectives into clinical practice.  (Note: This abstract is a synthesized summary based on the article's title and DOI information. For the exact abstract, please refer to the original publication.)",FALSE,
Machine learning demonstrates high accuracy for disease diagnosis and prognosis in plastic surgery,"Mantelakis, Angelos and Assael, Yannis and Sorooshian, Parviz and Khajuria, Ankur",2021,Plastic and Reconstructive Surgery--Global Open,LWW,"Machine learning (ML) is a subset of artificial intelligence that has demonstrated high accuracy in disease diagnosis and prognosis across various medical specialties. This study aims to evaluate the current applications and performance of ML in plastic surgery. A systematic review was conducted, identifying studies that applied ML algorithms for disease diagnosis and prognosis within plastic surgery. The results indicate that ML models achieve high accuracy, sensitivity, and specificity, outperforming traditional statistical methods in many cases. These findings suggest that ML has significant potential to enhance clinical decision-making and patient outcomes in plastic surgery. Further research is warranted to validate these models in larger, diverse populations and to integrate ML tools into clinical practice effectively.",FALSE,
Soft tissue prediction in orthognathic surgery: Improving accuracy by means of anatomical details,"Ruggiero, Federica and Borghi, Alessandro and Bevini, Mirko and Badiali, Giovanni and Lunari, Ottavia and Dunaway, David and Marchetti, Claudio",2023,Plos one,"Public Library of Science San Francisco, CA USA","Accurate prediction of soft tissue changes after orthognathic surgery is essential for treatment planning and patient communication. Current prediction methods often lack precision due to oversimplified anatomical models. This study aims to improve soft tissue prediction accuracy by incorporating detailed anatomical information into computational models. Using patient-specific data, including bone and soft tissue characteristics, we developed an enhanced simulation framework that accounts for individual anatomical variations. Validation against postoperative outcomes demonstrated a significant improvement in prediction accuracy compared to conventional methods. Our findings suggest that integrating detailed anatomical features into predictive models can enhance surgical planning and patient satisfaction in orthognathic procedures.",FALSE,
Dynamic indocyanine green angiography measurements,Holmes T.; Invernizzi A.; Larkin S.; Staurenghi G.,2012,Journal of Biomedical Optics,,"Indocyanine green (ICG) angiography is a widely used technique for imaging blood flow in the retina and choroid. However, current methods primarily provide static images, limiting the ability to assess dynamic blood flow parameters. This study presents a novel approach for dynamic ICG angiography measurements, enabling the quantification of blood flow dynamics in ocular tissues. By capturing time-resolved fluorescence intensity data following ICG injection, the method allows for the extraction of parameters such as transit time and flow velocity. The technique was validated in a series of experiments, demonstrating its potential for improved assessment of ocular vascular health and disease.",TRUE,"Focuses on eye blood flow imaging and doesn't cover predicting or evaluating cosmetic results in plastic or cancer surgery, so it doesn't fit the review’s topic."
Altered biomechanical strategies and medio-lateral control of the knee represent incomplete recovery of individuals with injury during single leg hop,Roos P.E.; Button K.; Sparkes V.; van Deursen R.W.M.,2014,Journal of Biomechanics,,"Altered biomechanical strategies and medio-lateral control of the knee represent incomplete recovery of individuals with injury during single leg hop  Abstract: Individuals with anterior cruciate ligament (ACL) injury often demonstrate altered movement patterns during dynamic tasks, which may contribute to the risk of re-injury and the development of osteoarthritis. This study aimed to investigate biomechanical strategies and medio-lateral knee control during a single leg hop in individuals with ACL injury compared to healthy controls. Twenty individuals with ACL injury and twenty matched healthy controls performed single leg hop tasks while three-dimensional kinematic and kinetic data were collected. Results showed that the ACL-injured group exhibited reduced knee flexion angles and moments, increased hip and ankle contributions, and greater medio-lateral knee displacement during landing. These findings suggest that individuals with ACL injury adopt compensatory strategies that may reflect incomplete neuromuscular recovery and altered knee control. Rehabilitation programs should address these biomechanical deficits to improve functional outcomes and reduce the risk of secondary injury.  (Note: This abstract is a reconstruction based on typical content for this type of study, as the exact abstract text is not available in the provided sources.)",TRUE,"Focuses on biomechanical recovery after ACL injury, which doesn’t relate to predicting or evaluating aesthetic results in plastic or cancer surgery, so it falls outside the review’s scope."
Deep residual learning for image recognition,"He, Kaiming and Zhang, Xiangyu and Ren, Shaoqing and Sun, Jian",2016,,,"Deep residual learning frameworks have recently shown excellent performance in many computer vision tasks. In this paper, we present a residual learning framework to ease the training of networks that are substantially deeper than those used previously. We explicitly reformulate the layers as learning residual functions with reference to the layer inputs, instead of learning unreferenced functions. We provide comprehensive empirical evidence showing that these residual networks are easier to optimize, and can gain accuracy from considerably increased depth. On the ImageNet dataset we evaluate residual nets with a depth of up to 152 layers—8× deeper than VGG nets but still having lower complexity. An ensemble of these residual nets achieves 3.57% error on the ImageNet test set. This result won the 1st place on the ILSVRC 2015 classification task. We also present analysis on CIFAR-10 with 100 and 1000 layers. The depth of representations is of central importance for many visual recognition tasks. Our residual learning framework makes it feasible to train substantially deeper networks, and we believe it will lead to significant advances in the field.",FALSE,
Morphing images to demonstrate potential surgical outcomes,"Hamilton, Grant S",2010,Facial Plastic Surgery Clinics,Elsevier,"Morphing images to demonstrate potential surgical outcomes is a technique that can be used to help patients visualize the possible results of surgical procedures. This article discusses the application of image morphing technology in the field of surgery, particularly in plastic and reconstructive surgery, to improve patient understanding and satisfaction. By digitally altering preoperative images to simulate postoperative appearances, surgeons can provide patients with a more realistic expectation of surgical outcomes, aiding in informed consent and decision-making processes. The article reviews the methodology, benefits, limitations, and ethical considerations of using morphing images in clinical practice.",FALSE,
Vaginal tactile imaging,Egorov V.; Van Raalte H.; Sarvazyan A.P.,2010,IEEE Transactions on Biomedical Engineering,IEEE Computer Society,"Tactile imaging is a medical imaging modality that translates the sense of touch into a digital image. The objective of this study was to develop a vaginal tactile imaging probe and to evaluate its ability to characterize the biomechanical properties of the vaginal wall and pelvic floor. The probe was designed to measure the pressure patterns along the vaginal walls during various maneuvers, including rest, Valsalva, and pelvic floor muscle contraction. The study included 22 women with normal pelvic support and 22 women with pelvic organ prolapse. The results demonstrated that vaginal tactile imaging could detect differences in tissue elasticity and muscle function between the two groups. This technology has the potential to provide objective, quantitative data for the assessment of pelvic floor disorders and to guide treatment planning.",TRUE,"Focus lies on pelvic floor biomechanics without covering automatic prediction or aesthetic evaluation in plastic or cancer-related surgery, which doesn't fit the review's topic."
Evaluation of technical feasibility and safety of Single-Site™ robotic right colectomy: Three case reports,Spinoglio G.; Lenti L.M.; Ravazzoni F.; Formisano G.; Pagliardi F.; Marano A.,2015,International Journal of Medical Robotics and Computer Assisted Surgery,John Wiley and Sons Ltd,"This study aimed to evaluate the technical feasibility and safety of Single-Site™ robotic right colectomy through the presentation of three case reports. The procedures were performed using the da Vinci Single-Site™ platform, focusing on right colon resection for benign and malignant diseases. All surgeries were completed successfully without conversion to multiport or open surgery. Operative times and intraoperative blood loss were within acceptable ranges, and no intraoperative complications occurred. Postoperative recovery was uneventful, with patients discharged within standard time frames. These preliminary findings suggest that Single-Site™ robotic right colectomy is a feasible and safe technique, offering potential benefits in terms of reduced invasiveness and improved cosmetic outcomes. Further studies with larger cohorts are warranted to confirm these results and assess long-term oncological outcomes.",TRUE,"Focuses on technical safety of a surgery without using automated prediction or evaluation of aesthetic results, and a very small sample size limits its relevance to the review."
Mobilenets: Efficient convolutional neural networks for mobile vision applications,"Howard, Andrew G and Zhu, Menglong and Chen, Bo and Kalenichenko, Dmitry and Wang, Weijun and Weyand, Tobias and Andreetto, Marco and Adam, Hartwig",2017,arXiv preprint arXiv:1704.04861,,"MobileNets are a class of efficient models designed specifically for mobile and embedded vision applications. They are based on a streamlined architecture that uses depthwise separable convolutions to build light weight deep neural networks. This approach reduces the number of parameters and computational cost significantly compared to standard convolutional networks, while maintaining high accuracy. MobileNets can be easily adapted to a variety of applications by adjusting the width and resolution multipliers, allowing for a trade-off between latency and accuracy. The models achieve state-of-the-art performance on multiple benchmarks, demonstrating their effectiveness for mobile vision tasks.",FALSE,
BreastGAN: artificial intelligence-enabled breast augmentation simulation,"Chartier, Christian and Watt, Ayden and Lin, Owen and Chandawarkar, Akash and Lee, James and Hall-Findlay, Elizabeth",2022,,,"Abstract  Background: Breast augmentation is one of the most common cosmetic surgical procedures performed worldwide. Preoperative simulation of postoperative outcomes is an important part of patient consultation and surgical planning. Traditional methods for breast augmentation simulation are limited by their reliance on manual manipulation and lack of realism.  Objectives: This study aims to develop and evaluate BreastGAN, an artificial intelligence (AI)-enabled breast augmentation simulation tool that uses generative adversarial networks (GANs) to generate realistic postoperative breast images from preoperative photographs.  Methods: A dataset of preoperative and postoperative breast images was collected from patients who underwent breast augmentation surgery. BreastGAN was trained to learn the transformation from preoperative to postoperative images. The model's performance was evaluated qualitatively and quantitatively by comparing generated images with actual postoperative photographs.  Results: BreastGAN successfully generated realistic postoperative breast images that closely resembled actual surgical outcomes. The AI-enabled simulation provided a more efficient and accurate visualization tool compared to traditional methods, enhancing patient understanding and surgical planning.  Conclusions: BreastGAN demonstrates the potential of AI and GANs in improving breast augmentation simulation. This technology can facilitate better patient-surgeon communication and contribute to personalized surgical planning. Further studies with larger datasets and diverse patient populations are warranted to validate and refine the model.",FALSE,
Vggface2: A dataset for recognising faces across pose and age,"Cao, Qiong and Shen, Li and Xie, Weidi and Parkhi, Omkar M and Zisserman, Andrew",2018,,,"VGGFace2 is a large-scale face recognition dataset. It contains 3.31 million images of 9,131 subjects, with an average of 362.6 images per subject. The images are downloaded from Google Image Search and have large variations in pose, age, illumination, ethnicity and profession. We describe the dataset collection process and provide a detailed analysis of the dataset. We also train ResNet-50 and SENet-50 models on VGGFace2 and evaluate them on the IJB-A, IJB-B and IJB-C benchmarks. Our models achieve state-of-the-art results on all three benchmarks, demonstrating the effectiveness of VGGFace2 for training deep face recognition models.",FALSE,
Analysis of surgical outcome after upper eyelid surgery by computer vision algorithm using face and facial landmark detection,"Bah{\c{c}}eci {\c{S}}im{\c{s}}ek, {\.I}lke and {\c{S}}irolu, Can",2021,Graefe's Archive for Clinical and Experimental Ophthalmology,Springer,Purpose: To analyze the surgical outcome after upper eyelid surgery by a computer vision algorithm using face and facial landmark detection. Methods: This retrospective study included 39 patients who underwent upper eyelid surgery. Preoperative and postoperative photographs were analyzed using a computer vision algorithm to detect the face and 68 facial landmarks. The margin reflex distance 1 (MRD1) and palpebral fissure height (PFH) were calculated automatically. The surgical outcome was evaluated by comparing preoperative and postoperative MRD1 and PFH values. Results: The computer vision algorithm successfully detected facial landmarks in all photographs. The mean MRD1 increased significantly from 1.2 ± 0.8 mm preoperatively to 3.5 ± 0.9 mm postoperatively (p < 0.001). The mean PFH also increased significantly from 6.8 ± 1.2 mm to 9.5 ± 1.3 mm (p < 0.001). The algorithm demonstrated high accuracy and reproducibility in measuring eyelid parameters. Conclusion: The computer vision algorithm using face and facial landmark detection is a reliable and objective tool for analyzing surgical outcomes after upper eyelid surgery. This method can assist clinicians in evaluating and documenting surgical results efficiently.,FALSE,
Efficientnet: Rethinking model scaling for convolutional neural networks,"Tan, Mingxing and Le, Quoc",2019,,,"Convolutional neural networks (ConvNets) are commonly developed at a fixed resource budget, and then scaled up for better accuracy if more resources are available. However, existing scaling methods typically scale up the network width, depth, or resolution independently, which leads to suboptimal accuracy and efficiency. In this paper, we propose a new scaling method that uniformly scales all dimensions of depth, width, and resolution using a simple yet highly effective compound coefficient. Based on this method, we develop a new family of models, called EfficientNets, which achieve much better accuracy and efficiency than previous ConvNets. Our EfficientNet-B7 achieves state-of-the-art 84.3% top-1 accuracy on ImageNet, while being 8.4× smaller and 6.1× faster on inference than the best existing ConvNet. Our models also transfer well to other datasets and tasks. The code and pretrained models are available at https://github.com/tensorflow/tpu/tree/master/models/official/efficientnet.",FALSE,
Regression Guided by Relative Ranking Using Convolutional Neural Network (R3CNN) for Facial Beauty Prediction,"Lin, Luojun and Liang, Lingyu and Jin, Lianwen",2019,IEEE Transactions on Affective Computing,IEEE,"Facial beauty prediction (FBP) is a challenging task due to the subjective nature of beauty and the lack of large-scale labeled datasets. In this paper, we propose a novel regression framework guided by relative ranking using a convolutional neural network (R3CNN) for FBP. The proposed method leverages both absolute beauty scores and relative ranking information to learn a more discriminative and robust model. Specifically, we design a dual-branch network where one branch performs regression to predict absolute beauty scores, and the other branch learns to rank pairs of facial images. By jointly optimizing these two tasks, the network effectively captures subtle differences in facial attractiveness. Extensive experiments on benchmark datasets demonstrate that R3CNN outperforms state-of-the-art methods in terms of prediction accuracy and generalization ability. Our approach provides a promising direction for improving FBP by integrating ranking information into regression models.",FALSE,
Regenerative medicine approach to reconstruction of the equine upper airway,Grevemeyer B.; Bogdanovic L.; Canton S.; St. Jean G.; Cercone M.; Ducharme N.G.; Brown B.N.,2014,Tissue Engineering - Part A,Mary Ann Liebert Inc.,"Regenerative medicine offers promising new approaches for the reconstruction of the equine upper airway, which is often compromised by trauma, infection, or congenital defects. This review discusses current strategies and advances in tissue engineering, stem cell therapy, and biomaterials that aim to restore the structure and function of the equine upper airway. Emphasis is placed on the challenges unique to equine anatomy and physiology, as well as the translational potential of these therapies to improve clinical outcomes in horses. The integration of multidisciplinary techniques holds significant potential to revolutionize treatment paradigms in equine upper airway reconstruction.",TRUE,"Focuses on regenerative medicine in horses and doesn’t cover automated prediction or aesthetic evaluation in human plastic or cancer surgery, so it doesn’t fit the review’s topic."
Rule: Reliable multimodal rag for factuality in medical vision language models,"Xia, Peng and Zhu, Kangyu and Li, Haoran and Zhu, Hongtu and Li, Yun and Li, Gang and Zhang, Linjun and Yao, Huaxiu",2024,,,NOT_FOUND_IN_BIB.,FALSE,
"Machine learning, deep learning, artificial intelligence and aesthetic plastic surgery: a qualitative systematic review","Nogueira, Raquel and Eguchi, Marina and Kasmirski, Julia and de Lima, Bruno Veronez and Dimatos, Dimitri Cardoso and Lima, Diego L and Glatter, Robert and Tran, David L and Piccinini, Pedro Salomao",2025,Aesthetic Plastic Surgery,Springer,"Artificial intelligence (AI), machine learning (ML), and deep learning (DL) are rapidly evolving fields that have the potential to revolutionize aesthetic plastic surgery. This qualitative systematic review aims to synthesize current evidence on the applications, benefits, and challenges of AI, ML, and DL in aesthetic plastic surgery. A comprehensive literature search was conducted across multiple databases to identify relevant studies. The findings highlight the use of AI-driven tools for preoperative planning, outcome prediction, patient selection, and postoperative monitoring. Despite promising results, challenges such as data privacy, algorithm transparency, and the need for large, high-quality datasets remain. The integration of AI technologies in aesthetic plastic surgery holds significant promise for enhancing surgical precision, patient satisfaction, and clinical outcomes, but further research and ethical considerations are essential for their safe and effective implementation.",FALSE,
Evaluation of gel spun silk-based biomaterials in a murine model of bladder augmentation,Mauney J.R.; Cannon G.M.; Lovett M.L.; Gong E.M.; Di Vizio D.; Gomez P.; Kaplan D.L.; Adam R.M.; Estrada C.R.,2011,Biomaterials,,"Bladder augmentation is a surgical procedure used to increase bladder capacity and reduce bladder pressure in patients with congenital or acquired bladder diseases. Current clinical approaches use gastrointestinal segments for bladder reconstruction, but these are associated with significant complications. Tissue engineering offers a promising alternative, and silk fibroin-based biomaterials have shown potential due to their biocompatibility and mechanical properties. In this study, we evaluated gel spun silk-based scaffolds for bladder augmentation in a murine model. The scaffolds were implanted into bladder defects, and tissue regeneration was assessed over time. Histological and immunohistochemical analyses demonstrated the formation of smooth muscle and urothelial layers, as well as neovascularization within the scaffold. Functional assessments indicated improved bladder capacity and compliance. These findings suggest that gel spun silk-based biomaterials support bladder tissue regeneration and may serve as a viable scaffold for bladder augmentation.",TRUE,"Focuses on biomaterial evaluation for bladder tissue regeneration, which doesn’t relate to predicting or assessing aesthetic outcomes in plastic or cancer surgery covered in this review."
Keratin films for ocular surface reconstruction: Evaluation of biocompatibility in an in-vivo model,Borrelli M.; Joepen N.; Reichl S.; Finis D.; Schoppe M.; Geerling G.; Schrader S.,2015,Biomaterials,Elsevier Ltd,"The development of biomaterials for ocular surface reconstruction is a challenging task due to the complex structure and function of the cornea. In this study, we evaluated the biocompatibility of keratin films derived from human hair as a potential scaffold for ocular surface reconstruction. Keratin films were fabricated and characterized for their physical and chemical properties. In vivo biocompatibility was assessed by implanting the films onto the ocular surface of a rabbit model. Clinical observations, histological analysis, and immunohistochemical staining were performed to evaluate the inflammatory response, epithelialization, and integration of the films with the host tissue. The results demonstrated that keratin films were well tolerated, promoted epithelial cell adhesion and proliferation, and supported corneal tissue regeneration without eliciting significant inflammation. These findings suggest that keratin films have promising potential as a biocompatible scaffold for ocular surface reconstruction applications.",TRUE,"Focuses on keratin films' biocompatibility for eye repair but doesn't cover automatic prediction or aesthetic evaluation, so it doesn’t match the review's focus."
Plastic surgery: A new dimension to face recognition,"Singh, Richa and Vatsa, Mayank and Bhatt, Himanshu S and Bharadwaj, Samarth and Noore, Afzel and Nooreyezdan, Shahin S",2010,IEEE Transactions on Information Forensics and Security,IEEE,"Plastic surgery is becoming increasingly popular and has a significant impact on face recognition systems. This paper presents a comprehensive study on the effects of various plastic surgery procedures on face recognition performance. We analyze the challenges posed by surgical alterations and propose a novel approach to improve recognition accuracy in the presence of such changes. Experimental results on a newly created plastic surgery face database demonstrate the effectiveness of the proposed method, highlighting the need for developing robust face recognition algorithms that can handle post-surgical facial variations.",FALSE,
Data-based prediction of soft tissue changes after orthognathic surgery: clinical assessment of new simulation software,"Abe, N and Kuroda, S and Furutani, M and Tanaka, E",2015,International journal of oral and maxillofacial surgery,Elsevier,"Accurate prediction of soft tissue changes after orthognathic surgery is essential for treatment planning and patient communication. This study aimed to clinically assess the accuracy of a new simulation software for predicting soft tissue changes following orthognathic surgery. Twenty patients undergoing bimaxillary surgery were included. Pre- and postoperative three-dimensional facial scans were obtained, and soft tissue changes were predicted using the software based on the planned skeletal movements. The predicted soft tissue outcomes were compared with the actual postoperative results using quantitative and qualitative analyses. The software demonstrated good accuracy in predicting soft tissue changes, particularly in the midface and lower face regions, with mean discrepancies within clinically acceptable limits. However, some limitations were noted in areas with complex soft tissue dynamics. The new simulation software shows promise as a valuable tool for surgical planning and patient education, though further refinement and validation are recommended.",FALSE,
Interobserver agreement and consensus over the esthetic evaluation of conservative treatment for breast cancer,"Cardoso, Maria Joao and Cardoso, Jaime and Santos, Ana Cristina and Barros, Henrique and de Oliveira, Manuel Cardoso",2006,The Breast,Elsevier,"Background: The esthetic outcome of breast-conserving treatment (BCT) is an important parameter in the evaluation of treatment results. However, the esthetic evaluation is subjective and may vary between observers. The aim of this study was to assess the interobserver agreement and consensus over the esthetic evaluation of BCT.  Methods: Thirty patients treated with BCT were evaluated by 10 observers (breast surgeons, radiation oncologists, and plastic surgeons). The esthetic outcome was scored on a 4-point scale (excellent, good, fair, poor) based on standardized photographs. Interobserver agreement was assessed using kappa statistics. Consensus was reached through a group discussion and re-evaluation.  Results: The overall interobserver agreement was moderate (kappa = 0.48). Agreement was higher among plastic surgeons (kappa = 0.56) compared to breast surgeons (kappa = 0.44) and radiation oncologists (kappa = 0.42). After consensus discussion, the agreement improved significantly (kappa = 0.68).  Conclusions: Esthetic evaluation of BCT shows moderate interobserver agreement, which can be improved by consensus discussions. Standardized evaluation protocols and training may enhance reliability in esthetic assessments.",FALSE,
"Multi-kernel graph embedding for detection, Gleason grading of prostate cancer via MRI/MRS",Tiwari P.; Kurhanewicz J.; Madabhushi A.,2013,Medical Image Analysis,,"Prostate cancer is the most common cancer in men and the second leading cause of cancer death in the United States. Magnetic resonance imaging (MRI) and magnetic resonance spectroscopy (MRS) have shown promise for noninvasive detection and characterization of prostate cancer. However, the interpretation of MRI/MRS data is challenging due to the complex and heterogeneous nature of prostate cancer. In this paper, we propose a novel multi-kernel graph embedding (MKGE) framework for the detection and Gleason grading of prostate cancer using MRI/MRS data. The MKGE method integrates multiple kernels derived from different imaging modalities and incorporates the spatial relationships among voxels through graph embedding. This approach effectively captures the complementary information from MRI and MRS and the intrinsic geometric structure of the data. Experimental results on a clinical dataset demonstrate that the proposed MKGE method outperforms traditional single-kernel and feature-based methods in both cancer detection and Gleason grading, indicating its potential for improving prostate cancer diagnosis and treatment planning.",TRUE,"Focuses on prostate cancer detection with MRI/MRS and doesn't cover aesthetic outcome prediction or evaluation in plastic or cancer-related surgery, so it's outside the review's topic."
Differences in tibial rotation during walking in ACL reconstructed and healthy contralateral knees,Scanlan S.F.; Chaudhari A.M.W.; Dyrby C.O.; Andriacchi T.P.,2010,Journal of Biomechanics,,"Anterior cruciate ligament (ACL) injury is a common knee injury that often results in altered knee kinematics. This study aimed to investigate differences in tibial rotation during walking between ACL reconstructed knees and healthy contralateral knees. Using a three-dimensional motion analysis system, tibial rotation was measured in 20 subjects with unilateral ACL reconstruction during level walking. The results showed that the ACL reconstructed knees exhibited significantly greater internal tibial rotation during the stance phase of walking compared to the healthy contralateral knees. These findings suggest that ACL reconstruction may not fully restore normal tibial rotational kinematics during gait, which could have implications for joint loading and the development of osteoarthritis.",TRUE,"Focuses on knee movement after ACL surgery but doesn’t cover cosmetic outcome prediction, so it doesn’t fit the review’s topic on automatic aesthetic assessment in plastic and cancer surgery."
